,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,id
4801,0.585,0.556,-5.075,0.0274,0.000686,0.000132,0.151,142.144,3pJQY7UuX0DcE8pgLZhCjf
4802,0.422,0.949,-3.789,0.0694,0.000294,0.0,0.073,165.032,3ZJZjjKFxTqVGJ8QIYKMjp
4803,0.525,0.855,-4.641,0.0522,0.00118,0.0,0.281,100.028,3PVsWhlUR6mNxU9fk1BWca
4804,0.42,0.642,-3.749,0.055,0.0261,0.211,0.0569,87.872,30mMLizRGJXMWOxHG84we5
4805,0.522,0.868,-5.307,0.0412,0.0446,1.3e-06,0.635,173.96,3NKLPcvDM0pefpLNcmui2W
4806,0.446,0.714,-3.98,0.0337,0.00525,0.00452,0.105,173.04,0Vfwa9HX70DdTNxh0KpK4p
4807,0.468,0.862,-5.03,0.0432,0.00305,0.00147,0.0758,174.016,3loE1dNnQCapiDi0MHCM09
4808,0.526,0.783,-3.681,0.0376,0.00499,0.0,0.136,173.972,3y1fEFFHFv79OYeCbzc774
4809,0.534,0.87,-4.428,0.075,0.00127,0.0,0.355,121.841,0vQYe6g8bNbdUKnUnXdQQV
4810,0.733,0.794,-10.023,0.0307,0.0614,0.0367,0.33,148.174,37Tmv4NnfQeb0ZgUC4fOJj
4811,0.437,0.965,-4.448,0.136,0.326,0.00028,0.144,172.428,6HMFtoMvv6n6Q2eOyPFyne
4812,0.642,0.766,-6.82,0.0401,0.0407,0.000103,0.0593,134.185,4bO6DljpuAeQh6HS20i0I5
4813,0.493,0.852,-3.349,0.0802,0.0231,9.72e-06,0.147,86.309,37PW5zbkDIya8arHEHEo6q
4814,0.427,0.201,-13.044,0.0317,0.745,0.263,0.109,105.218,4gHnSNHs8RyVukKoWdS99f
4815,0.56,0.599,-6.864,0.025,0.0577,0.0027,0.128,80.984,68ys3At8QcGhVg2J81o89v
4816,0.59,0.562,-9.607,0.0505,0.0637,0.0,0.105,140.835,7to68V64Cu6zk0UDo5tyw3
4817,0.549,0.594,-9.359,0.0452,0.0524,2.74e-06,0.312,119.935,7fE9r2qOJmjgruk3TdW4MD
4818,0.954,0.367,-9.551,0.288,0.341,5.48e-06,0.0979,124.026,531KGXtBroSrOX9LVmiIgc
4819,0.598,0.713,-3.625,0.0326,0.0207,0.000175,0.431,91.964,23SZWX2IaDnxmhFsSLvkG2
4820,0.67,0.8,-6.731,0.0652,0.00184,0.000356,0.466,123.802,0Kt0khTz1EzjtaQI8A339S
4821,0.467,0.58,-12.792,0.272,0.0735,0.0,0.091,130.091,4H45wRMStWCWwCLQ8TEz1z
4822,0.589,0.827,-2.938,0.384,0.0143,0.00151,0.14,161.978,5STdMlrBf6pqWiNE7WqxSi
4823,0.731,0.875,-6.393,0.0457,0.000367,0.858,0.289,112.78,2mv6GY70UsHiTCGQZ4JfgC
4824,0.761,0.93,-4.773,0.201,0.132,2.64e-06,0.0614,113.079,5LgopqF6Rqfp8cWdj9XzCM
4825,0.449,0.872,-4.992,0.0507,0.000793,0.00062,0.0642,130.22,52M1FvGd0AkoUwcHL2L8jv
4826,0.907,0.471,-9.203,0.481,0.237,0.0,0.64,143.938,0BfVwOQNtNbUt6fraFNIVI
4827,0.712,0.861,-5.487,0.25,0.0182,6.09e-06,0.511,84.042,06JvOZ39sK8D8SqiqfaxDU
4828,0.722,0.687,-5.189,0.0556,0.00949,0.00413,0.0462,128.013,7m47Go71qTMBs4kTH7U8F8
4829,0.552,0.877,-1.879,0.0377,0.0142,0.0,0.108,97.056,2qu0mEZGymmE2LyJuz7Jrn
4830,0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,128.035,7MmG8p0F9N3C4AXdK6o6Eb
4831,0.795,0.8,-6.32,0.0309,0.0354,7.25e-05,0.0915,116.032,6JIC3hbC28JZKZ8AlAqX8h
4832,0.482,0.878,-4.614,0.0383,0.00277,0.0,0.308,99.03,5ENmb2WrPdGlSAYBaZrEoF
4833,0.37,0.867,-3.662,0.0359,0.000132,1.8e-05,0.308,163.881,57BvpyURy7xPYKgbPRaynf
4834,0.476,0.616,-8.933,0.0574,0.411,0.26,0.0702,87.027,6upe6hB4cdXgUAx8MdL8tb
4835,0.488,0.904,-3.445,0.0561,0.0423,1.36e-05,0.0563,174.969,7KncmixRfCnvzSsKZnlHt8
4836,0.791,0.801,-6.344,0.07,0.00531,0.189,0.509,124.985,3YXIVMQLRRq2K7kxC7UYx6
4837,0.518,0.895,-4.735,0.0459,0.000241,5.28e-05,0.0702,127.965,61YcJKRn2y1si5jGc7LUIN
4838,0.419,0.969,-4.172,0.0979,0.000326,0.000674,0.0927,159.989,3xKsGYkJKy0bbQuUHRYrei
4839,0.51,0.955,-5.64,0.0455,0.00935,0.000149,0.642,140.055,6fyCVdU5lJT9ErO9QicFWC
4840,0.462,0.914,-6.382,0.0416,0.00124,0.000125,0.0978,142.978,4jwrBNhvazRacmab5ArWSZ
4841,0.618,0.718,-7.494,0.0262,0.000303,0.00125,0.0863,97.029,0VzmboMWQmJsFRLN4kNAX5
4842,0.432,0.962,-6.19,0.087,0.000564,0.00451,0.354,146.031,2RSTIsdhq5vqqr2GcTFdGM
4843,0.861,0.651,-4.718,0.111,0.0739,0.0,0.211,122.985,79reBHqpRoWXaQbjBBY3UC
4844,0.783,0.747,-8.842,0.0486,0.186,0.911,0.0716,131.996,6VMKYp0v3mlcGmaioVkqfi
4845,0.513,0.369,-10.899,0.0307,0.634,0.0139,0.186,72.062,0yowbJnnbTLpr99f9l1uba
4846,0.688,0.814,-7.252,0.0419,0.43,0.581,0.399,127.99,0OOT6JmtkcYidsuQ9Fh54i
4847,0.681,0.807,-2.362,0.252,0.0536,0.0,0.59,148.026,0O82CIwSU4tY11rQhxqAHC
4848,0.617,0.896,-2.947,0.0419,0.0342,0.0,0.342,110.648,77eb7DGxwuA3ID69HQeDsE
4849,0.615,0.902,-4.316,0.0859,0.0176,3.91e-05,0.103,87.03,1LIvdWNdKmHvU0FJvw2diN
4850,0.817,0.844,-6.899,0.0577,0.222,0.196,0.117,128.033,7nbMyWcTfIydxb9iXAtNaE
4851,0.565,0.883,-4.425,0.0426,0.0019,0.0,0.245,109.989,48DEKIyp57dlFy7Yn2O12V
4852,0.437,0.825,-5.78,0.0735,0.000839,2.1e-05,0.137,173.887,5MH3LB67BLJWtCe6fcSKM9
4853,0.272,0.875,-5.367,0.0475,8.3e-05,0.00941,0.166,101.203,2mX022csmPILfLhGGwctqn
4854,0.691,0.733,-6.887,0.0572,0.0212,5.61e-05,0.0894,128.038,3X2Aw6bQ7TfMMKsTzjTlDg
4855,0.658,0.937,-5.773,0.0389,0.0102,0.329,0.169,124.988,256Ew29R9ESFknfVXuJvSC
4856,0.666,0.929,-5.881,0.0696,0.0115,0.178,0.202,124.012,08hSsSeBxyyri4j8cQxXm4
4857,0.602,0.601,-5.742,0.0303,0.346,0.349,0.0735,145.075,5rqQTEIVK2PTuXU9GI2wT0
4858,0.56,0.313,-11.653,0.0627,0.567,0.0,0.0767,144.745,11jRCxY01k9jvCdUru0EeP
4859,0.759,0.888,-10.005,0.0975,0.333,0.899,0.184,132.966,0Zp9bIm1BeIyFiYNAof3Sm
4860,0.683,0.887,-4.944,0.0497,0.0125,0.446,0.318,132.007,6gdDu39yYqPcaTgCwYEW8i
4861,0.62,0.837,-4.356,0.13,0.128,0.000242,0.242,172.081,5RobAV5ROH5KARimi7n3cO
4862,0.487,0.898,-3.65,0.0762,0.00311,3.41e-06,0.0627,150.115,4LdImt7hg85uPpUOPKlLAy
4863,0.404,0.841,-5.099,0.0801,0.000324,0.00055,0.242,127.984,3LirkthakHFNj98PIO9oan
4864,0.544,0.337,-9.846,0.0653,0.357,6.34e-05,0.085,192.685,7DPhusadsTZ2VrXOGcuX2y
4865,0.591,0.309,-11.087,0.0287,0.704,0.0122,0.102,71.573,5hljqZrl0h7RcIhUnOPuve
4866,0.651,0.244,-11.925,0.0544,0.856,0.00165,0.0895,149.759,2HReNSxrMRcJ0cYMzKAJK6
4867,0.394,0.452,-9.923,0.0321,0.276,0.00998,0.193,169.298,5ygEUpyZy5qtZ1423zymBW
4868,0.717,0.788,-6.41,0.0389,0.5,0.848,0.114,134.994,6z24CmJ1eeJV8Wzkv24FKI
4869,0.748,0.828,-5.548,0.149,0.029,0.000127,0.153,123.986,1supkf9D4Obm2yTHqug3m8
4870,0.576,0.733,-4.87,0.0258,0.000146,0.125,0.205,106.083,6nn3SKnENmkTn7KC44MgHx
4871,0.682,0.635,-8.928,0.141,0.294,0.778,0.349,112.03,53QU4VFO8QZr2m1Srrpar5
4872,0.685,0.827,-7.745,0.224,0.138,0.00207,0.374,133.93,5w9upngVRHNjdZcRC7Xxr2
4873,0.76,0.669,-9.105,0.285,0.0757,0.0215,0.77,112.023,6Ao5d7TMQ92h87jQqSHGyw
4874,0.765,0.727,-8.444,0.0768,0.361,0.0741,0.0983,114.022,1DRLIUG8HFTBfJOFYaByZn
4875,0.634,0.657,-9.257,0.0358,0.41,0.931,0.178,115.001,5m4o1robU6yTvFDXXSrH0F
4876,0.73,0.907,-3.72,0.0606,0.0921,0.114,0.23,120.968,2cSdAkzAf2T4j4aLvx4LLz
4877,0.658,0.908,-8.071,0.186,0.0335,0.0198,0.221,123.92,5kVXjAxYDkN57tZQi0JKya
4878,0.488,0.815,-4.354,0.0438,0.0148,0.00207,0.0744,174.994,4kVpdy4mnZ8FLPw0hGV8hk
4879,0.678,0.931,-5.813,0.0867,0.00159,0.0275,0.091,130.021,4HStxm6wtRzoAyOacAlHUG
4880,0.652,0.486,-5.469,0.0278,0.311,0.00442,0.0967,117.941,3NhEHxzfLEzvlYPK9hgmPR
4881,0.528,0.822,-5.371,0.0287,0.0087,0.192,0.183,130.013,09cgbbadzZSKFd1hGN23p5
4882,0.85,0.645,-8.519,0.0959,0.000873,0.801,0.0454,122.001,68JZIPnGZxbExNeSb6KslW
4883,0.66,0.712,-10.89,0.169,0.256,0.949,0.508,125.983,4tPQDofr1qmip4bbWFs9Qf
4884,0.826,0.72,-9.582,0.119,0.103,0.773,0.11,127.011,3VtTuQ6lypMoOBcm6VMzdh
4885,0.38,0.844,-5.859,0.0636,0.00226,0.0,0.0729,166.789,4Y7FCCc3LvDxfzLjXJgi0v
4886,0.426,0.859,-5.115,0.0538,7.43e-05,0.000102,0.172,145.968,3BTt3EpTiH0iWbJVTsH8i6
4887,0.267,0.953,-4.899,0.096,0.00211,0.0,0.283,84.989,0PdM2a6oIjqepoEfcJo0RO
4888,0.659,0.846,-5.508,0.0274,0.0318,0.0144,0.203,107.01,2PFIZFcGry0po3ZfRZkzKc
4889,0.578,0.654,-12.421,0.0562,0.121,3.62e-06,0.0673,129.513,0WoFs3EdGOx58yX5BtXvOa
4890,0.516,0.549,-13.741,0.0373,0.501,0.00572,0.184,176.941,4gvea7UlDkAvsJBPZAd4oB
4891,0.481,0.747,-6.937,0.0364,0.00698,0.0,0.0646,127.597,4yJZP61jBhVTesHBZ0gpQn
4892,0.717,0.588,-13.953,0.0535,0.331,0.0,0.102,131.537,2F1fnE1a8zQCogM6jJifHH
4893,0.471,0.77,-11.307,0.0643,0.000305,0.00411,0.0636,166.367,3CB2tntOz9JudpNv5Fa7Kx
4894,0.573,0.932,-2.862,0.0488,0.00152,0.0151,0.0643,125.486,1ZwQZ0uasFP54ivamFLLhP
4895,0.721,0.805,-5.049,0.0473,0.0193,0.000107,0.342,120.009,0AJhcuRl3i1FfPNr88ZScv
4896,0.554,0.849,-4.692,0.0548,0.00618,0.0,0.305,135.999,0WruOD5fP4RJ1kAn3Pcv3h
4897,0.53,0.861,-4.67,0.0372,0.0175,0.0177,0.0857,130.476,64D3dzWyj0GpQT1AHx4kbK
4898,0.499,0.318,-13.776,0.0485,0.718,0.00101,0.379,121.498,1HzDhHApjdjXPLHF6GGYhu
4899,0.355,0.447,-13.631,0.0894,0.453,0.00225,0.163,122.473,4xHWH1jwV5j4mBYRhxPbwZ
4900,0.753,0.816,-2.516,0.217,0.225,0.0,0.137,87.461,7zCy3AeS9FmPZ5dY0Jeomm
4901,0.485,0.952,-3.054,0.0442,0.00878,0.513,0.126,146.374,1dxKI3HPHQjnxBCOj6O7FB
4902,0.703,0.875,-4.361,0.0485,0.00259,0.729,0.0379,128.003,7nZNvE2EdKrH127yzBMW8E
4903,0.713,0.837,-5.96,0.0368,0.0283,0.0,0.0722,137.979,5r2620VyMS4JpB9UhmYjpG
4904,0.721,0.754,-6.904,0.0348,0.00135,0.85,0.101,127.018,5mtOljIlwx3WxTRSprEhH7
4905,0.671,0.872,-7.095,0.0402,0.000814,0.102,0.352,127.988,5vhNn6ZfEXbFMw0qR6Grpn
4906,0.57,0.766,-5.291,0.0458,0.00142,0.146,0.0912,127.912,52V5wpCwxwzWgNZczk0xRB
4907,0.53,0.684,-3.88,0.0318,0.0196,0.000812,0.0914,86.952,15oT4PGAtcWflYCVUCtkug
4908,0.697,0.914,-4.559,0.117,0.0045,6.35e-05,0.0928,124.992,1oLcBdX94CvaIRzdpTJA8u
4909,0.637,0.936,-5.274,0.0371,0.0465,0.00015,0.104,126.027,3NiB3v3elOuAy4Ij51F4Sl
4910,0.834,0.878,-9.484,0.15,0.0461,0.0,0.334,102.848,6KIKRz9eSTXdNsGUnomdtW
4911,0.644,0.719,-9.665,0.228,0.315,5.49e-05,0.11,132.87,6cqcmtaxNL7YCKKsuYAPJo
4912,0.708,0.793,-5.426,0.0342,0.0136,0.00221,0.118,122.006,77lqbary6vt1DSc1MBN6sx
4913,0.329,0.444,-9.973,0.0417,0.0578,0.0352,0.113,162.279,1170VohRSx6GwE6QDCHPPH
4914,0.543,0.526,-9.703,0.0582,0.0447,0.0533,0.0778,153.0,4MXE6VCvTsQitHWrAxj7Kg
4915,0.596,0.798,-4.63,0.0285,0.00412,0.0,0.338,105.01,373gDROnujxNTFa1FojYIl
4916,0.445,0.805,-3.651,0.0299,0.217,0.000545,0.342,140.02,75UXxX5ebTWVm0Vr424at9
4917,0.574,0.904,-3.756,0.0379,0.141,1.03e-05,0.0755,125.016,5HOMdqsSectqjFcINSrSNT
4918,0.588,0.898,-6.362,0.0492,5.99e-05,6.04e-05,0.186,155.989,37Q6kTk6hb3nqMCo6KaFln
4919,0.358,0.839,-5.342,0.203,0.00031,0.00081,0.101,84.85,4FFec7v5TnYdwNzyrmBGM9
4920,0.288,0.764,-3.939,0.0368,0.156,0.0062,0.111,160.063,5uXWyJvnSIot8vVu8M4GGj
4921,0.52,0.884,-5.861,0.0336,0.000658,0.267,0.094,157.018,3zx3QsejjeCrHgI89pOZUQ
4922,0.523,0.943,-4.203,0.0337,0.00704,3.81e-05,0.0579,99.607,4EchqUKQ3qAQuRNKmeIpnf
4923,0.649,0.74,-4.759,0.0617,0.02,0.0505,0.104,120.962,0ZImVxesVZIydOnwTMSWOK
4924,0.551,0.801,-2.42,0.0903,0.0225,4.52e-05,0.0911,173.887,0XdsnR967tt1wKzdrqk8OW
4925,0.877,0.579,-11.503,0.521,0.548,0.881,0.111,125.984,4sWJCVOn705QUBCDt81bPB
4926,0.697,0.578,-5.213,0.095,0.393,0.379,0.106,114.995,6VNooTY5w9A9wg1YUsEbKB
4927,0.758,0.749,-5.663,0.057,0.0105,0.00558,0.0422,121.975,0rkVQ8MzzfX40xtNkC6hjA
4928,0.613,0.499,-6.904,0.0548,0.126,0.175,0.146,173.022,53AOW4L7foxaTYekXTYwMf
4929,0.673,0.809,-7.31,0.0494,0.00696,0.834,0.0715,123.013,2lFgEmYUYrQBIeyqVLcQgX
4930,0.787,0.612,-9.456,0.0546,0.0867,0.129,0.099,124.013,5bRuN9292QEQbwPXvbAWEf
4931,0.539,0.637,-6.25,0.0465,0.00567,0.682,0.123,169.972,3pQh96s7l289UDHbyO8LDc
4932,0.661,0.836,-4.427,0.037,4.84e-05,0.245,0.0967,123.017,0OvvxA2ZFOSKUTLCnJ5kYz
4933,0.595,0.84,-5.817,0.0399,0.0188,0.921,0.0602,122.003,1NKGRTNuD95okhHrXH3FNU
4934,0.657,0.764,-6.174,0.0559,0.0343,0.198,0.0701,173.006,4nTWlJcs3S1cxnXTTnWu2n
4935,0.667,0.884,-6.304,0.0498,0.12,0.234,0.1,125.023,0EudqIdrpZjHZ1pnSuBKgA
4936,0.766,0.947,-6.097,0.0361,0.00504,0.0513,0.282,129.973,3qqEFTIFcZuWJYBtshrxca
4937,0.606,0.806,-5.289,0.0591,0.00572,0.186,0.301,174.037,0XwF8LK98fQWSTZ7viYKlp
4938,0.804,0.74,-7.34,0.0512,0.000546,0.805,0.159,128.007,6v29e9ZravvxVPW9ICCmIn
4939,0.527,0.809,-4.909,0.04,0.0235,3.87e-05,0.0966,173.996,53Zida1Qs189gqbNHUKSU7
4940,0.714,0.474,-12.03,0.0983,0.0842,0.543,0.213,124.022,754Rj7Bbbji6qe47gX8rgr
4941,0.688,0.809,-4.781,0.0474,0.0694,0.88,0.602,126.019,59GW6EKtdyaJ10t2yQdqrt
4942,0.274,0.956,-4.978,0.0814,1.37e-05,1.33e-06,0.117,150.207,3nDstVXtr6xbCZKs5Ka2rZ
4943,0.263,0.977,-2.913,0.0857,5.16e-06,0.0,0.148,149.982,6vWu5uWlox5TVDPl3LvoG3
4944,0.891,0.711,-4.429,0.332,0.475,0.0,0.227,138.31,2HALQBSAvpw1oCzL5QsrT2
4945,0.917,0.682,-4.875,0.212,0.263,0.0,0.0595,139.011,08YvUaUsZktAG6zEMDwUqO
4946,0.692,0.823,-6.311,0.16,0.0205,0.0488,0.326,123.014,5cowr9qJDPhb4jOwnSpkSH
4947,0.487,0.808,-4.832,0.143,0.00205,0.0589,0.056,120.143,6Orwi1oYLckpnBF7NbCbrg
4948,0.543,0.754,-4.843,0.0406,0.00295,0.853,0.102,174.003,3FxgatVZLNTP70wLvX59jz
4949,0.365,0.711,-9.591,0.0355,0.0306,0.913,0.0824,116.003,6FIQ8o2hqlDmHQFoBKmKgW
4950,0.715,0.765,-8.542,0.182,0.00309,0.157,0.179,125.048,4glnkZSD24xZPz9hfViuk1
4951,0.688,0.941,-8.525,0.0492,0.00246,0.694,0.41,123.0,3oHVwd7algLocPL4SY62MO
4952,0.787,0.808,-5.454,0.0511,0.0143,0.257,0.0466,127.99,00cxhG668jV6gU6VK2FUVI
4953,0.505,0.833,-4.632,0.0475,0.00772,7.9e-05,0.069,130.121,5lN1EH25gdiqT1SFALMAq1
4954,0.437,0.695,-9.447,0.0617,0.00111,0.0857,0.124,102.178,5IX4TbIR5mMHGE4wiWwKW0
4955,0.292,0.823,-6.763,0.0407,0.0117,7.79e-05,0.155,89.939,6Nd6ntkzr4t8o1FKPGOSMt
4956,0.577,0.828,-8.691,0.0298,0.00213,0.0114,0.0581,123.257,5sICkBXVmaCQk5aISGR3x1
4957,0.553,0.362,-11.218,0.0263,0.0458,6.01e-06,0.075,142.352,0nLiqZ6A27jJri2VCalIUs
4958,0.675,0.781,-5.404,0.0306,0.0801,0.0143,0.422,122.989,3zEN0ii6s4DHHBpnTp3RP7
4959,0.747,0.52,-10.523,0.0357,0.0977,0.0537,0.142,92.869,2Ih217RCGAmyQR68Nn7Cqo
4960,0.521,0.739,-6.881,0.0344,0.0805,2.27e-05,0.0976,114.024,79U1p4lVexCDszk5rl3SdZ
4961,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,113.253,2aoo2jlRnM3A0NyLQqMN2f
4962,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,158.691,63T7DJ1AFDD6Bn8VzG6JE8
4963,0.591,0.87,-6.381,0.0652,0.409,0.0,0.718,121.682,3YSfGJNDtF8KrHlwCAaVns
4964,0.786,0.696,-5.796,0.0428,0.0234,0.0019,0.0839,121.974,4Jv7lweGIUOFQ7Oq2AtAh9
4965,0.671,0.876,-5.681,0.0352,0.12,0.188,0.0823,129.998,23RoR84KodL5HWvUTneQ1w
4966,0.708,0.788,-7.745,0.0438,0.0666,0.047,0.0528,110.996,6NcwcM29hzGg6nmq6YOz42
4967,0.631,0.932,-4.142,0.0354,0.0436,0.137,0.0918,122.429,7HKez549fwJQDzx3zLjHKC
4968,0.634,0.63,-8.277,0.031,0.447,0.039,0.17,118.628,6H3kDe7CGoWYBabAeVWGiD
4969,0.747,0.867,-7.311,0.088,0.582,0.00413,0.114,124.015,3YgtkOxZsTuaZdL8McA1FQ
4970,0.514,0.34,-12.779,0.0537,0.00142,0.0173,0.213,145.992,62uLNJgVZaFiEiKV4LpoYJ
4971,0.61,0.683,-11.549,0.0458,0.148,0.28,0.157,138.695,7fYKKFD0jiSlMDgG9IUs1q
4972,0.448,0.724,-4.039,0.0595,0.175,4.32e-05,0.114,172.075,7D5vd0DZ2zR0NoIeaX0stb
4973,0.684,0.759,-4.78,0.0259,0.000902,0.000179,0.0486,114.014,71tM20RVoYqUUs9EDOso2v
4974,0.733,0.821,-5.1,0.0388,0.0714,6.28e-06,0.287,124.034,250EOMn3FtS0YyOkTvsGDm
4975,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,100.626,77oU2rjC5XbjQfNe3bD6so
4976,0.62,0.446,-14.451,0.0347,0.589,0.0299,0.0727,88.591,3PzsbWSQdLCKDLxn7YZfkM
4977,0.489,0.758,-6.491,0.0297,0.000678,0.49,0.092,112.113,7Jh1bpe76CNTCgdgAdBw4Z
4978,0.486,0.449,-10.298,0.0267,0.166,2.23e-06,0.54,100.456,0pQskrTITgmCMyr85tb9qq
4979,0.633,0.809,-8.595,0.0282,0.103,0.611,0.0726,147.916,2RBcYkonAofm0rYycVrCGt
4980,0.458,0.843,-7.201,0.0316,0.00135,0.000296,0.778,105.701,65E62rOSbm7SZbAMYjNTJq
4981,0.249,0.834,-8.21,0.0577,0.0738,9.48e-05,0.0924,118.223,5EWPGh7jbTNO2wakv8LjUI
4982,0.434,0.795,-6.066,0.0379,0.0424,0.704,0.252,173.929,5qG8gAytdGSbaa067yVhvv
4983,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,99.998,2wGSgTmgSF3xjRrHkTc25R
4984,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,128.019,4VqPOruhp5EdPBeR92t6lQ
4985,0.365,0.887,-4.579,0.0417,0.00272,2.18e-05,0.0923,150.718,4Du0BRUJvKybzxcRplp7HF
4986,0.413,0.876,-4.577,0.057,0.000938,0.000104,0.387,164.08,18q5OmlDTbSm8w9J1i17dT
4987,0.458,0.91,-2.286,0.123,0.0144,5.05e-06,0.0416,173.955,5RHIevCuoIZcY1AlnJ01fN
4988,0.55,0.874,-4.046,0.0321,0.000436,1.02e-05,0.206,121.61,3skn2lauGk7Dx6bVIt5DVj
4989,0.454,0.882,-4.251,0.06,0.00122,0.00156,0.138,95.999,5fpj84RsT9cOTfWUCxBTXu
4990,0.579,0.549,-8.262,0.0909,0.104,0.0202,0.0964,119.74,6Qi0Wls2EaolwPMPMxfe5f
4991,0.527,0.927,-6.096,0.07,0.0197,0.87,0.138,160.015,0H2idlyIDxyotmpAJ2NUeh
4992,0.356,0.982,-2.104,0.0527,0.000778,0.00894,0.348,173.949,7kE5SGVpogBX5VXiTgYiRg
4993,0.531,0.89,-6.308,0.144,0.00198,0.497,0.0913,169.963,7B0gxo0jQCy5Lk93RIODAC
4994,0.413,0.753,-3.362,0.0347,0.069,0.0581,0.165,107.619,1Ks53o54WS8LzbwyEG56ds
4995,0.765,0.468,-10.343,0.328,0.818,0.00708,0.109,127.984,5QOBT97OmYCZo1W5u7tRrB
4996,0.455,0.941,-3.39,0.0824,0.00281,0.0,0.0729,155.523,0bL5tco8cV95q5FNFzxzUS
4997,0.64,0.982,-3.368,0.0517,0.000368,2.1e-06,0.0767,123.016,0Ag6LNrSfJVKRhGzD7ArDq
4998,0.542,0.842,-7.778,0.0313,0.016,0.913,0.0877,124.0,35jBKylSRhGQKdi8eDpbGJ
4999,0.378,0.817,-3.071,0.0911,0.151,0.0,0.149,121.079,1pfwOQKJsRRBf6NdYO4Qog
5000,0.741,0.761,-3.871,0.0512,0.235,0.0,0.119,81.546,7o1RFIJYqa7tsbZ79LRR3n
5001,0.727,0.599,-6.941,0.327,0.317,0.0,0.219,167.909,0Y0TOsE1q11qgbi7c5WZsG
5002,0.908,0.587,-7.339,0.103,0.000357,4.87e-05,0.0779,150.008,2DlQcKIzEdIKu3adk0xVLD
5003,0.625,0.765,-5.816,0.0371,0.195,0.0,0.376,123.021,6dE0boljrzMR8ittAI2sxk
5004,0.822,0.504,-7.651,0.2,0.0403,0.00121,0.111,73.015,2APp7T4cMxoPSTNg2zMPHV
5005,0.794,0.496,-7.486,0.436,0.141,0.0,0.292,75.018,0DOgAY5IkChtKvKCxLjiQB
5006,0.889,0.626,-4.666,0.347,0.187,0.0,0.218,91.196,40LaNujg5lvImKt0N4xDge
5007,0.691,0.771,-5.17,0.164,0.0511,0.0,0.135,78.463,2HBtd9MYDd2xDVu8Zc6pwt
5008,0.793,0.631,-6.109,0.0998,0.0406,0.000478,0.207,119.971,01A7PEPSnmtixFPfB2UTal
5009,0.732,0.75,-6.366,0.231,0.00264,0.0,0.109,155.096,7GX5flRQZVHRAGd6B4TmDO
5010,0.763,0.628,-5.85,0.05,0.0531,0.0,0.114,140.958,2cYqizR4lgvp4Qu6IQ3qGN
5011,0.8,0.297,-13.1,0.407,0.66,0.000111,0.105,140.051,6HEIBHUirx1J0JkUD24szt
5012,0.746,0.653,-6.745,0.289,0.378,0.0,0.229,75.016,2EEeOnHehOozLq4aS0n6SL
5013,0.587,0.726,-6.263,0.214,0.216,0.0,0.0868,151.882,66urf1ZXFy4qVKdNqcdbaZ
5014,0.766,0.606,-6.064,0.456,0.00266,0.0,0.166,160.223,3wGXyJGsCf1myH5MooQIqE
5015,0.556,0.538,-5.408,0.0382,0.0689,0.0,0.196,143.95,75ZvA4QfFiZvzhj2xkaWAh
5016,0.664,0.667,-5.941,0.154,0.64,1.22e-06,0.0753,180.064,32lItqlMi4LBhb4k0BaSaC
5017,0.721,0.738,-5.682,0.0649,0.00222,0.0,0.224,135.988,1W4Ru2eqGagugALBESAse4
5018,0.598,0.619,-7.465,0.24,0.674,0.00878,0.126,79.165,1Mx0rZXt5D5MOsGaO1kyg9
5019,0.745,0.646,-6.987,0.17,0.157,0.0,0.338,79.993,689uBlyIufk2LUhAwjny4w
5020,0.718,0.767,-5.641,0.166,0.138,0.0,0.114,160.084,3zmySiBrjkMtbbtKSff2Pd
5021,0.723,0.629,-13.578,0.0696,0.32,0.0,0.277,142.046,1cYULl96cIYDfYy6SHI32y
5022,0.654,0.612,-7.323,0.0528,0.000411,0.0,0.118,119.218,4w552MI4k7dwPHLjI8YOBy
5023,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,159.801,0e7ipj03S05BNilyu5bRzt
5024,0.823,0.419,-10.358,0.165,0.416,0.0,0.105,119.958,6NWl2m8asvH83xjuXVNsuG
5025,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,130.049,6gBFPUFcJLzWGx4lenP6h2
5026,0.734,0.751,-7.26,0.285,0.00529,0.0,0.183,161.997,6V4KHt9xu4TPEnDFoBeacT
5027,0.599,0.818,-4.215,0.0881,0.717,1.41e-05,0.228,140.009,5IKOXYnhzrLxqhlI0btiaa
5028,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,134.021,7m9OqQk4RVRkw9JJdeAw96
5029,0.731,0.587,-7.323,0.0565,0.0209,0.0,0.117,136.001,07KL2QUK4ghK0BzyrPGqsg
5030,0.734,0.57,-7.066,0.133,0.847,2.14e-05,0.112,129.953,3GVkPk8mqxz0itaAriG1L7
5031,0.884,0.698,-9.101,0.364,0.0405,0.0,0.195,140.068,2EgB4n6XyBsuNUbuarr4eG
