,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,id
856,0.751,0.642,-5.165,0.087,0.0861,0.0,0.0953,95.045,2wVDWtLKXunswWecARNILj
857,0.709,0.548,-8.493,0.353,0.65,1.59e-06,0.133,83.995,1tkg4EHVoqnhR6iFEXb60y
858,0.921,0.467,-8.443,0.119,0.0149,0.000238,0.334,135.995,0dSIrRkA4PadGll16TgbnV
859,0.587,0.828,-5.108,0.161,0.00327,0.0,0.331,123.907,30XU4suKzCeoCK9YFzdufg
860,0.765,0.556,-6.417,0.0512,0.275,0.0,0.0824,111.033,3FU6urUVsgXa6RBuV2PdRk
861,0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451,142.929,7uzmGiiJyRfuViKKK3lVmR
862,0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,146.155,3hsmbFKT5Cujb5GQjqEU39
863,0.407,0.558,-13.609,0.0552,0.0541,1.51e-06,0.34,71.815,3N4DI1vuTSX1tz7fa2NQZw
864,0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,114.06,3uwnnTQcHM1rDqSfA4gQNz
865,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,132.032,0iGckQFyv6svOfAbAY9aWJ
866,0.666,0.465,-8.545,0.26,0.0503,0.0,0.215,167.937,40iJIUlhi6renaREYGeIDS
867,0.708,0.358,-9.815,0.0563,0.157,0.0,0.109,122.021,232jKM7OzWMfuwHyf9r3dX
868,0.62,0.869,-5.252,0.175,0.0181,0.0,0.369,151.684,36ux3YuUsGTWPT8fXclS45
869,0.576,0.782,-4.825,0.0296,0.00778,0.0,0.285,141.153,2K9OuOMhtNGtbbqQhALv8i
870,0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,134.945,6Qn5zhYkTa37e91HC1D7lb
871,0.646,0.741,-4.973,0.034,0.0275,0.0,0.312,123.077,6h5PAsRni4IRlxWr6uDPTP
872,0.649,0.647,-7.695,0.0452,0.0039,0.161,0.0686,125.02,3850dYVgOFIXJh5U4BFEWH
873,0.782,0.559,-7.106,0.0767,0.125,0.0,0.385,129.992,6jRq8gaZhMUyy5RclRPcAf
874,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,85.03,5FVd6KXrgO9B3JPmC8OPst
875,0.69,0.636,-6.028,0.0457,0.0203,0.0,0.147,96.0,5vL0yvddknhGj7IrBc6UTj
876,0.682,0.559,-5.545,0.127,0.174,0.0,0.344,202.015,3j84U36KvLeXNDPv4t5pI8
877,0.506,0.817,-5.051,0.0335,0.00272,0.0,0.0486,109.952,2DgdHcjWmO3qd50RzuBLgZ
878,0.357,0.425,-7.301,0.0333,0.584,0.0,0.322,102.078,4xqrdfXkTW4T0RauPLv3WA
879,0.891,0.486,-7.803,0.159,0.0158,3.78e-06,0.0925,125.01,4scpF6J5uMBvoh6sFB7EL1
880,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,126.77,6Ozh9Ok6h4Oi1wUSLtBseN
881,0.735,0.425,-6.648,0.0464,0.011,0.0,0.055,85.896,2cOUlop2ZakjOKe4WinesN
882,0.934,0.694,-5.849,0.101,0.0971,1.2e-06,0.477,123.831,3KwwE4sgCzMaKWq6QBebmX
883,0.392,0.574,-9.195,0.17,0.833,0.00179,0.145,81.112,2gVhfX2Gy1T9kDuS9azrF7
884,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,116.879,6K4t31amVTZDgR3sKmwUJJ
885,0.761,0.386,-6.158,0.0399,0.355,0.0,0.0953,134.943,51ChrwmUPDJvedPQnIU8Ls
886,0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,166.3,5G1sTBGbZT5o4PNRc75RKI
887,0.639,0.628,-7.578,0.0399,0.0381,0.0,0.386,90.482,5TRPicyLGbAF2LGBFbHGvO
888,0.813,0.627,-5.018,0.0486,0.0771,0.000616,0.131,130.011,127uq83uGFapbddqiMUKky
889,0.616,0.47,-6.092,0.0253,0.291,0.0,0.111,80.03,0Z5ok0QLLttAKsujOZYOXf
890,0.47,0.904,-4.024,0.177,0.0436,0.0,0.0491,155.788,1Bx0zEdVjkFlV27iKaePug
891,0.928,0.481,-9.35,0.287,0.105,0.0,0.176,134.007,343YBumqHu19cGoGARUTsd
892,0.798,0.629,-6.857,0.0735,0.00474,2.29e-05,0.324,130.002,6wOYnPq1hPihRepcDClPUw
893,0.843,0.39,-7.899,0.0846,0.178,0.0,0.137,129.972,51Fjme0JiitpyXKuyQiCDo
894,0.513,0.519,-11.852,0.0334,0.0146,2.13e-06,0.0904,104.987,5tMY5DJvFr9f8UGTta6KEj
895,0.677,0.696,-6.181,0.119,0.321,0.0,0.42,90.03,4iJyoBOLtHqaGxP12qzhQI
896,0.926,0.703,-6.337,0.103,0.0659,0.0,0.231,125.022,6KBYefIoo7KydImq1uUQlL
897,0.589,0.651,-5.097,0.0306,0.0291,3.2e-06,0.111,90.011,7gHs73wELdeycvS48JfIos
898,0.667,0.741,-4.099,0.0378,0.0425,0.0,0.0761,149.908,4EAV2cKiqKP5UPZmY6dejk
899,0.333,0.412,-8.633,0.029,0.0977,0.0,0.113,85.028,0OWZFobGSIW9GrSlQ9C5pc
900,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,139.945,5ka2ajep9OAvU5Sgduhiex
901,0.729,0.603,-6.736,0.0666,0.0948,0.0,0.113,134.972,3XiNC94b4Tq1xwv70sQJGN
902,0.551,0.386,-10.22,0.132,0.659,0.0,0.125,116.409,3i5qVV8azKqGFK4Gzdt5YS
903,0.618,0.793,-5.711,0.0601,0.204,0.0154,0.126,101.015,4m0q0xQ2BNl9SCAGKyfiGZ
904,0.567,0.515,-10.265,0.247,0.354,0.0,0.078,120.1,0RLLvYBopDwooCyvnTwgYu
905,0.566,0.769,-4.342,0.0872,0.0183,0.0,0.108,170.036,5sbooPcNgIE22DwO0VNGUJ
906,0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,133.053,5mPSyjLatqB00IkPqRlbTE
907,0.803,0.631,-4.213,0.0444,0.102,7.39e-06,0.0858,104.999,1JsUAmsjNz6oGuRTFG93qH
908,0.676,0.534,-6.901,0.0831,0.0594,8.59e-06,0.256,145.082,1q9bLSeIlGf2xBvbOkp2Wr
909,0.89,0.633,-5.475,0.168,0.0232,0.000343,0.0993,139.948,1XRgIKC5TPwo7nWGyKqgG0
910,0.439,0.153,-8.95,0.0479,0.874,0.0,0.107,116.76,4G92yYrUs0cvY7G41YRI0z
911,0.82,0.731,-6.02,0.159,0.0133,1.94e-05,0.131,127.076,5RzFJd6W40SDTyZkX6xx45
912,0.699,0.558,-7.622,0.0603,0.462,0.0,0.116,79.992,7zLYKWcXnYeHHWidalz7rj
913,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,128.009,0JP9xo3adEtGSdUEISiszL
914,0.703,0.81,-4.874,0.0424,0.000315,0.0,0.216,102.978,0RZyUsKfiC7MtiGKatCtGc
915,0.777,0.658,-5.191,0.054,0.0767,0.0,0.0901,110.048,3RauEVgRgj1IuWdJ9fDs70
916,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,128.008,0CAfXk7DXMnon4gLudAp7J
917,0.706,0.786,-3.417,0.091,0.26,0.0,0.38,150.028,0puf9yIluy9W0vpMEUoAnN
918,0.704,0.793,-2.266,0.0591,0.0488,0.0,0.575,127.96,6F6TsdD0ijquDSjcr9lgIt
919,0.664,0.447,-7.272,0.289,0.112,0.0,0.091,83.138,5cc9Zbfp9u10sfJeKZ3h16
920,0.803,0.565,-4.711,0.235,0.0558,0.0,0.141,163.085,1sbEeUY8KsdvgiQi26JBFz
921,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,119.93,3U4isOIWM3VvDubwSI3y7a
922,0.554,0.371,-9.104,0.0361,0.855,0.0,0.0838,199.828,5M5IB1cNzJqbWFEUK4a1MD
923,0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,97.96,5hM5arv9KDbCHS0k9uqwjr
924,0.829,0.51,-9.334,0.0369,0.00821,0.00143,0.0829,119.994,1HFfMOxCAT4GAwaPfCdmUs
925,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,150.062,0VgkVdmE4gld66l8iyGjgx
926,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,101.654,3JvrhDOgAt6p7K8mDyZwRd
927,0.553,0.502,-5.972,0.0409,0.299,0.0,0.764,129.976,2rbDhOo9Fh61Bbu23T2qCk
928,0.781,0.526,-6.986,0.293,0.0633,0.0,0.0457,94.993,7bYZBVrnRfqeaPbhRyEvK3
929,0.623,0.607,-5.937,0.0435,0.426,0.0,0.105,84.982,5WQrDB34o6M8V0jxNiX6RU
930,0.637,0.69,-4.057,0.0405,0.00786,0.0,0.124,129.857,7a53HqqArd4b9NF4XAmlbI
931,0.762,0.508,-9.112,0.0919,0.0584,0.00126,0.16,93.51,4osgfFTICMkcGbbigdsa53
932,0.457,0.906,-2.278,0.342,0.249,0.0,0.182,104.02,5UsLjwBaTHBX4ektWIr4XX
933,0.754,0.806,-3.177,0.0842,0.00338,0.0,0.033,119.973,2srTtSrzY4n10C7abVTrBm
934,0.631,0.924,-5.589,0.146,0.0841,3.59e-06,0.084,100.045,213x4gsFDm04hSqIUkg88w
935,0.775,0.68,-5.508,0.0629,0.00906,0.0,0.109,114.025,7oGZAicScQt96OAW4AruYy
936,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,174.028,49FYlytm3dAAraYgpoJZux
937,0.828,0.621,-6.414,0.0565,0.0164,0.00233,0.0845,128.986,0k4d5YPDr1r7FX77VdqWez
938,0.695,0.818,-5.379,0.0334,0.00647,4.87e-06,0.0219,119.965,0w5Bdu51Ka25Pf3hojsKHh
939,0.817,0.814,-3.985,0.185,0.32,0.0,0.152,109.994,5rLyYxZNzca00ENADO9m54
940,0.586,0.82,-4.791,0.072,0.114,0.0,0.134,142.107,6BjtaWm1T4kDWAqHrf8vEi
941,0.598,0.526,-8.659,0.0415,0.129,0.0,0.14,123.935,7CHi4DtfK4heMlQaudCuHK
942,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,129.956,12KUFSHFgT0XCoiSlvdQi4
943,0.596,0.854,-5.114,0.463,0.0169,0.0,0.124,120.274,2iUXsYOEPhVqEBwsqP70rE
944,0.696,0.817,-3.862,0.109,0.075,0.0,0.187,98.064,6kex4EBAj0WHXDKZMEJaaF
945,0.755,0.599,-5.042,0.224,0.147,0.0,0.109,133.123,6dbSBQXCctYSVryynHXaZ4
946,0.575,0.648,-4.891,0.0358,0.583,0.0,0.115,75.977,4SqWKzw0CbA05TGszDgMlc
947,0.633,0.673,-6.403,0.258,0.297,0.0,0.206,86.776,2M9ULmQwTaTGmAdXaXpfz5
948,0.516,0.467,-6.184,0.0302,0.662,0.0,0.0853,132.861,5WtfUKzXircvW8l5aaVZWT
949,0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,128.07,1P17dC1amhFzptugyAO7Il
950,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,95.05,0tgVpDi06FyKpA1z0VMD4v
951,0.582,0.525,-7.163,0.0627,0.111,0.0,0.134,133.249,2Ch7LmS7r2Gy2kc64wv3Bz
952,0.756,0.789,-7.002,0.0324,0.53,0.000711,0.157,127.987,5k5fWendNngd89O8JKoE8L
953,0.919,0.506,-7.14,0.304,0.132,0.0,0.0771,97.465,2LvRR121MWFmmEGkuV2vQP
954,0.787,0.673,-4.583,0.159,0.264,3.35e-06,0.0904,110.962,3Dv1eDb0MEgF93GpLXlucZ
955,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,126.885,5yDL13y5giogKs2fSNf7sj
956,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,127.966,6PtXobrqImYfnpIxNsJApa
957,0.632,0.681,-5.023,0.115,0.128,1.53e-05,0.116,126.477,79Nnbjlw4ulw59lkHUZm9N
958,0.666,0.876,-3.078,0.0414,0.055,0.0,0.259,129.884,7yO48FWUkqsrdxrwkGcnwl
959,0.766,0.74,-10.363,0.0807,0.0193,0.0784,0.229,118.008,0Fs9cdPDhptWEDJmiCbkEW
960,0.655,0.603,-5.014,0.0555,0.0959,0.0,0.107,126.088,3T9CfDxFYqZWSKxd0BhZrb
961,0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,128.0,60wwxj6Dd9NJlirf84wr2c
962,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,164.02,5A6OHHy73AR5tLxgTc98zz
963,0.708,0.843,-2.66,0.314,0.397,0.0,0.799,148.14,6or1bKJiZ06IlK0vFvY75k
964,0.346,0.5,-6.097,0.0388,0.757,0.0,0.189,202.466,6VhuP99TE6gYNQRJIlAWFD
965,0.75,0.608,-4.008,0.0387,0.00165,0.0,0.178,132.507,4pt5fDVTg5GhEvEtlz9dKk
966,0.613,0.764,-6.509,0.136,0.0527,0.0,0.197,160.015,2yLa0QULdQr0qAIvVwN6B5
967,0.789,0.711,-4.248,0.041,0.0332,0.0,0.0876,112.985,59qrUpoplZxbIZxk6X0Bm3
968,0.687,0.793,-4.254,0.166,0.0603,0.0,0.582,107.045,5sNESr6pQfIhL3krM8CtZn
969,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,103.019,6RUKPb4LETWmmr3iAEQktW
970,0.581,0.877,-4.938,0.114,0.0151,0.0,0.826,77.006,46NzAxDzsE443IsyZndZfP
971,0.812,0.621,-8.3,0.0515,0.244,0.0,0.099,77.998,5uQOauh47VFt3B2kV9kRXw
972,0.722,0.331,-7.789,0.0726,0.337,0.282,0.146,143.961,7EiZI6JVHllARrX9PUvAdX
973,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.105,169.994,1BxfuPKGuaTgP7aM0Bbdwr
974,0.733,0.859,-5.03,0.033,0.479,0.0645,0.105,124.948,02Fkge2GLk3Vn9kNfQkShG
975,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,116.047,2Foc5Q5nqNiosCNqttzHof
976,0.746,0.846,-2.432,0.048,0.0485,0.0,0.195,114.955,1H3OGagCLSPueat8Hfg6ua
977,0.661,0.836,-3.164,0.059,0.00268,0.0,0.497,124.952,13MF2TYuyfITClL1R2ei6e
978,0.328,0.622,-7.291,0.0866,0.858,0.0,0.104,74.267,5hUYsaOyMY32yjRXeuQwGj
979,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,137.958,22vgEDb5hykfaTwLuskFGD
980,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,139.432,66hayvUbTotekKU3H4ta1f
981,0.719,0.648,-7.6,0.125,0.2,0.0,0.127,140.201,1t9WgS8FN0534tLBRwbaxO
982,0.817,0.635,-7.246,0.163,0.323,0.0,0.0738,138.015,04F42oEuKrRComYJfJuyVR
983,0.453,0.538,-8.212,0.0638,0.449,0.0,0.19,122.973,6U0FIYXCQ3TGrk4tFpLrEA
984,0.809,0.537,-5.807,0.0365,0.518,0.0,0.0981,109.984,2VarpyoSpCPNKI56WSAEMN
985,0.677,0.556,-6.544,0.0306,0.263,0.0,0.105,80.006,1HXy5I3HTWq8OvxCn0z7G7
986,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,100.007,7sO5G9EABYOXQKNPNiE9NR
987,0.716,0.972,-2.302,0.196,0.0145,3.22e-05,0.317,110.026,6VRhkROS2SZHGlp0pxndbJ
988,0.907,0.633,-5.145,0.184,0.0876,2.6e-06,0.106,145.914,6n4U3TlzUGhdSFbUUhTvLP
989,0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,99.943,0afhq8XCExXpqazXczTSve
990,0.583,0.584,-5.362,0.0314,0.254,0.0,0.123,140.039,3f3omU8n47Mqyab5nCaGyT
991,0.618,0.693,-5.943,0.45,0.246,0.0,0.112,170.982,2KvHC9z14GSl4YpkNMX384
992,0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,153.993,2gZUPNdnz5Y45eiGxpHGSc
993,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,113.927,1I8tHoNBFTuoJAlh4hfVVE
994,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,127.979,7vWFaMq63AwkFDhS2OAg5u
995,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,80.025,2JzZzZUQj3Qff7wapcbKjc
996,0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,133.99,23L5CiUhw2jV1OIMwthR3S
997,0.663,0.577,-7.518,0.0531,0.109,0.0,0.12,89.996,58kZ9spgxmlEznXGu6FPdQ
998,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,0.36,129.998,1bM50INir8voAkVoKuvEUI
999,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,82.014,1rqqCSm0Qe4I9rUvWncaom
1000,0.719,0.674,-5.122,0.0681,0.0879,3.75e-06,0.112,125.98,2xLOMHjkOK8nzxJ4r6yOKR
1001,0.41,0.611,-8.271,0.0467,0.0228,0.0,0.116,185.727,58HvfVOeJY7lUuCqF0m3ly
1002,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,95.01,7BKLCZ1jbUBVqRi2FVlTVw
1003,0.538,0.409,-6.581,0.0505,0.172,0.0,0.11,171.838,0OCRwXbQRdOZ1OtB4Imsp1
1004,0.623,0.493,-7.727,0.0338,0.0632,0.0,0.104,81.019,1sYSP7gKa5kdKIfhANfori
1005,0.602,0.707,-4.097,0.302,0.393,0.0,0.165,75.087,58zsLZPvfflaiIbNWoA22O
1006,0.751,0.736,-4.168,0.156,0.0206,0.0,0.265,130.014,1ve0SgTZkv3wdggJLqtBYU
1007,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,65.043,6epn3r7S14KUqlReYr77hA
1008,0.785,0.737,-7.094,0.268,0.271,0.0,0.0391,135.236,2ldoyUu1SRf96pQ6G5n3gY
1009,0.509,0.79,-3.782,0.0374,0.332,6.67e-05,0.316,127.946,4q7dBdsALA5BSunzryc104
1010,0.664,0.573,-6.519,0.0277,0.613,0.000363,0.0857,76.023,5NORWMFC27ywGSZxi8uquP
1011,0.773,0.47,-7.93,0.0299,0.0153,0.000193,0.0851,94.995,07MDkzWARZaLEdKxo6yArG
1012,0.669,0.832,-5.721,0.0682,0.0106,0.0,0.0968,113.035,1WkMMavIMc4JZ8cfMmxHkI
1013,0.62,0.805,-5.538,0.0417,0.00564,9.15e-05,0.285,122.062,2hHLbkatPwOOmrNxTiD41L
1014,0.572,0.385,-6.362,0.0308,0.371,0.0,0.231,95.799,2VxeLyX666F8uXCJ0dZF8B
1015,0.4,0.795,-3.731,0.461,0.119,0.0,0.159,190.097,0Ryd8975WihbObpp5cPW1t
1016,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,100.017,68EMU2RD1ECNeOeJ5qAXCV
1017,0.682,0.7,-5.591,0.0397,0.406,0.0,0.174,120.03,7C1trmcQQ5n5RNy4l6ziCv
1018,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,140.048,6ocbgoVGwYJhOv1GgI9NsF
1019,0.654,0.63,-4.644,0.0259,0.153,0.0,0.111,89.991,2wrJq5XKLnmhRXHIAf9xBa
1020,0.738,0.794,-4.118,0.0416,0.101,0.0,0.0533,104.014,7jEyX4bqaCSdMN4D4JNnVj
1021,0.676,0.609,-5.831,0.481,0.0706,0.0,0.152,142.037,5yY9lUy8nbvjM1Uyo1Uqoc
1022,0.688,0.533,-8.363,0.0865,0.0355,3.48e-06,0.172,164.069,563SfWAHJs4FBZMkRN0IFN
1023,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,80.87,3USxtqRwSYz57Ewm6wWRMp
1024,0.345,0.612,-6.543,0.0608,0.232,0.0,0.194,179.773,59CfNbkERJ3NoTXDvoURjj
1025,0.444,0.819,-4.078,0.341,0.106,0.0,0.107,82.695,3QGsuHI8jO1Rx4JWLUh9jd
1026,0.871,0.346,-9.481,0.0522,0.298,9.24e-06,0.108,110.054,2iXdwVdzA0KrI2Q0iZNJbX
1027,0.743,0.571,-6.054,0.145,0.24,0.0,0.291,119.054,0ESJlaM8CE1jRWaNtwSNj8
1028,0.64,0.537,-5.452,0.0282,0.0875,9.84e-06,0.11,112.868,0fiijtFXDJ9MOVwgSaEQJ5
1029,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,127.435,4Ub8UsjWuewQrPhuepfVpd
1030,0.525,0.433,-10.598,0.185,0.107,0.0,0.135,160.108,43PuMrRfbyyuz4QpZ3oAwN
1031,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,128.945,3dYD57lRAUcMHufyqn9GcI
1032,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,129.996,14iN3o8ptQ8cFVZTEmyQRV
1033,0.695,0.343,-10.798,0.0432,0.0743,1.04e-06,0.107,85.84,35RJhm1pEovTBwnNR0zWad
1034,0.7,0.872,-5.896,0.0666,0.121,7.08e-06,0.103,125.03,7FjZU7XFs7P9jHI9Z0yRhK
1035,0.737,0.828,-4.711,0.0396,0.0149,0.000588,0.0862,124.051,0qaWEvPkts34WF68r8Dzx9
1036,0.876,0.519,-6.531,0.143,0.202,0.0,0.108,94.981,1ZAyjvIk9YiD76yYy0TEG6
1037,0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,82.642,43zdsphuZLzwA9k4DJhU0I
1038,0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,78.521,0PJIbOdMs3bd5AT8liULMQ
1039,0.647,0.823,-5.231,0.0762,0.0598,0.0,0.119,99.933,3NLnwwAQbbFKcEcV8hDItk
1040,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,100.008,5gb9UJkh8TfrNMRYOJNbew
1041,0.654,0.798,-4.084,0.0451,0.188,0.0,0.15,92.207,20ZP3Om9DvDazXrNUC7WM2
1042,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,169.977,3CRDbSIZ4r5MsZ0YwxuEkn
1043,0.764,0.475,-12.618,0.114,0.345,0.0,0.14,129.974,40yJGQyEaBbIkXpwMFkXip
1044,0.546,0.529,-10.511,0.0583,0.0862,6.5e-06,0.124,107.331,2Gyc6e2cLxA5hoX1NOvYnU
1045,0.789,0.789,-4.813,0.298,0.598,0.0,0.099,119.95,3oLe5ZILASG8vU5dxIMfLY
1046,0.688,0.477,-6.684,0.036,0.594,0.0,0.115,127.866,1lkvpmrCaXK8QtliFDcHBO
1047,0.585,0.909,-6.474,0.0707,0.0891,9.7e-05,0.119,93.372,3CA9pLiwRIGtUBiMjbZmRw
1048,0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927,148.088,02VBYrHfVwfEWXk5DXyf0T
1049,0.661,0.814,-5.529,0.0759,0.0337,8.27e-06,0.0518,99.963,6l0Ky2PycJV1Bz88kFeVGL
1050,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,0.159,103.008,7vS3Y0IKjde7Xg85LWIEdP
1051,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,84.094,5Nm9ERjJZ5oyfXZTECKmRt
1052,0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,127.986,6qn9YLKt13AGvpq9jfO8py
1053,0.636,0.831,-3.945,0.182,0.0294,3.85e-06,0.272,175.015,2fTsFCKRFQ5M0igJgabnLA
1054,0.723,0.654,-6.82,0.298,0.384,0.0,0.384,149.949,6xbraxG0bSBOuAr5IUXmtM
1055,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,126.04,5UqCQaDshqbIk3pkhy4Pjg
1056,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,137.028,2TYC9SaRhYypUQzB1ZVTG2
1057,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,132.067,03UrZgTINDqvnUMbbIMhql
1058,0.727,0.68,-4.498,0.0286,0.0101,0.0,0.0821,132.012,6cmm1LMvZdB5zsCwX5BjqE
1059,0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,104.98,3ZffCQKLFLUvYM59XKLbVm
1060,0.728,0.616,-4.238,0.0645,0.378,0.0,0.105,99.962,4Ce37cRWvM1vIGGynKcs22
1061,0.793,0.524,-7.827,0.156,0.0319,0.0,0.156,86.325,5DI9jxTHrEiFAhStG7VA8E
1062,0.367,0.915,-3.456,0.0488,0.0022,5.81e-05,0.0905,110.169,46NBoIAHrmR7qcUGCIFEjR
1063,0.737,0.802,-4.771,0.0878,0.468,0.0,0.0931,144.015,35mvY5S1H3J2QZyna3TFe0
1064,0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,119.992,5kqIPrATaCc2LqxVWzQGbk
1065,0.5,0.292,-8.554,0.0323,0.746,0.0,0.188,145.879,6soW9pvcXoYrnyVmTC9ErH
1066,0.349,0.348,-6.142,0.0316,0.726,0.0,0.12,74.541,7p8wAUDFBSWPMh2KxfUDQk
1067,0.736,0.308,-7.83,0.0677,0.946,0.0,0.186,111.202,4Of7rzpRpV1mWRbhp5rAqG
1068,0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,64.934,7AFASza1mXqntmGtbxXprO
1069,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,97.985,3B54sVLJ402zGa6Xm4YGNe
1070,0.763,0.628,-5.85,0.05,0.0531,0.0,0.114,140.958,2cYqizR4lgvp4Qu6IQ3qGN
1071,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,114.988,32OlwWuMpZ6b0aN2RZOeMS
1072,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,105.115,3Vo4wInECJQuz9BIBMOu8i
1073,0.744,0.619,-9.805,0.039,0.598,0.00372,0.231,112.997,7B3z0ySL9Rr0XvZEAjWZzM
1074,0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,129.983,3tgZ9vmhuAY9wEoNUJskzV
1075,0.615,0.534,-6.719,0.0386,0.106,1.76e-05,0.0607,135.917,1R0a2iXumgCiFb7HEZ7gUE
1076,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,100.014,67awxiNHNyjMXhVgsHuIrs
1077,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,100.012,5Hroj5K7vLpIG4FNCRIjbP
1078,0.563,0.664,-5.044,0.154,0.335,0.0,0.0849,166.928,4ZtFanR9U6ndgddUvNcjcG
1079,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,120.041,2GiJYvgVaD2HtM8GqD9EgQ
1080,0.522,0.697,-5.288,0.103,0.0291,0.0,0.319,169.775,3BomnHfqKZCdPJC9bkGBjE
1081,0.509,0.637,-4.83,0.0471,0.0717,1.08e-05,0.0789,172.006,5oO3drDxtziYU2H1X23ZIp
1082,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,143.955,45Egmo7icyopuzJN0oMEdk
1083,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,130.0,3C0nOe05EIt1390bVABLyN
1084,0.746,0.251,-16.169,0.259,0.782,0.00203,0.106,139.999,5TXDeTFVRVY7Cvt0Dw4vWW
1085,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,120.076,2iuZJX9X9P0GKaE93xcPjk
1086,0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,163.99,71vsEyBd4X1D5BUmLdFSVH
1087,0.696,0.543,-6.164,0.0489,0.308,0.0,0.0939,107.969,0VhgEqMTNZwYL1ARDLLNCX
1088,0.713,0.738,-6.784,0.374,0.255,0.0,0.106,105.027,79esEXlqqmq0GPz0xQSZTV
1089,0.733,0.67,-6.009,0.0751,0.121,0.0,0.121,100.964,0O6u0VJ46W86TxN9wgyqDj
1090,0.545,0.783,-4.261,0.0345,0.00489,0.0,0.132,174.084,1oew3nFNY3vMacJAsvry0S
