,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,cluster
82,0.678,0.918,-4.63,0.0355,0.000417,0.0,0.0744,130.028,3
83,0.583,0.695,-5.336,0.0423,0.0141,0.0,0.0527,104.879,17
84,0.732,0.458,-7.225,0.0311,0.447,0.0,0.136,98.938,15
85,0.652,0.898,-4.481,0.0361,0.29,0.0,0.073,114.043,3
86,0.812,0.628,-6.164,0.0682,0.0634,0.0,0.254,123.004,12
87,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,94.485,6
88,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,130.033,1
89,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,74.989,17
90,0.714,0.472,-7.375,0.0864,0.013,4.51e-06,0.266,131.121,0
91,0.725,0.747,-5.545,0.0876,0.0272,0.0468,0.104,132.921,9
92,0.877,0.391,-8.196,0.063,0.0317,0.000502,0.0945,131.018,0
93,0.659,0.618,-5.863,0.0642,0.261,0.0,0.184,119.84,1
94,0.764,0.751,-3.74,0.0703,0.00554,0.000237,0.164,91.977,9
95,0.761,0.933,-5.38,0.056,0.0908,8.53e-05,0.0607,122.959,9
96,0.85,0.405,-7.509,0.225,0.119,0.000118,0.0707,139.976,11
97,0.657,0.734,-4.832,0.484,0.149,0.0,0.139,91.03,13
98,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,117.956,3
99,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,153.398,14
100,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,120.032,9
101,0.855,0.624,-4.093,0.0488,0.158,0.0,0.0513,117.959,9
102,0.727,0.681,-7.114,0.0265,0.00214,0.000307,0.0861,123.028,9
103,0.531,0.803,-3.284,0.0717,0.0796,1.71e-05,0.176,142.113,3
104,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,130.027,1
105,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,98.023,9
106,0.577,0.45,-8.516,0.0834,0.357,0.0,0.111,205.863,2
107,0.74,0.488,-7.664,0.27,0.234,0.0,0.241,149.042,11
108,0.389,0.665,-6.169,0.0644,0.178,0.000732,0.116,117.055,17
109,0.749,0.865,-5.228,0.0413,0.00536,0.0,0.198,111.914,9
110,0.866,0.438,-8.943,0.0719,0.177,0.0,0.0743,129.039,0
111,0.884,0.581,-8.813,0.0378,0.427,0.000206,0.0759,114.016,0
112,0.906,0.382,-12.89,0.269,0.18,0.0,0.113,104.025,16
113,0.573,0.63,-8.389,0.105,0.189,2.31e-05,0.259,77.525,17
114,0.719,0.538,-6.897,0.28,0.632,0.0,0.135,204.132,8
115,0.68,0.942,-4.208,0.0631,0.175,0.0013,0.117,123.976,3
116,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,119.963,3
117,0.535,0.612,-7.406,0.0584,0.233,0.0,0.227,144.881,1
118,0.507,0.48,-5.418,0.0266,0.449,0.0,0.147,86.046,15
119,0.918,0.58,-7.501,0.322,0.00108,6.12e-05,0.106,139.977,11
120,0.803,0.715,-3.28,0.298,0.295,0.000134,0.0574,101.085,13
121,0.569,0.403,-8.618,0.0439,0.593,4.49e-06,0.102,119.819,15
122,0.747,0.705,-5.137,0.126,0.0128,0.0,0.126,136.024,1
123,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,119.002,9
124,0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,124.949,9
125,0.711,0.508,-7.299,0.0502,0.0355,0.0,0.141,98.098,0
126,0.581,0.662,-5.239,0.303,0.0153,0.0,0.111,93.023,13
127,0.603,0.784,-4.023,0.062,0.446,8.32e-06,0.119,172.041,1
128,0.707,0.813,-4.515,0.0571,0.0863,0.0,0.168,124.921,9
129,0.428,0.626,-6.639,0.0339,0.222,8.22e-05,0.277,86.02,17
130,0.856,0.527,-5.225,0.0997,0.392,0.0,0.11,98.052,15
131,0.417,0.332,-9.482,0.0494,0.773,1.95e-05,0.109,119.156,4
132,0.731,0.675,-5.134,0.0434,0.00473,0.0,0.141,124.939,9
133,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,127.975,9
134,0.731,0.445,-8.418,0.0533,0.0586,1.96e-05,0.14,117.97,0
135,0.638,0.832,-5.039,0.049,0.141,0.0,0.113,124.071,3
136,0.747,0.524,-6.807,0.245,0.0306,0.0,0.2,140.053,11
137,0.893,0.48,-3.728,0.356,0.00855,0.0,0.116,86.976,11
138,0.687,0.792,-4.023,0.0353,0.000802,0.0,0.2,133.962,3
139,0.672,0.588,-9.573,0.133,0.619,0.241,0.0992,169.033,15
140,0.555,0.772,-5.007,0.0523,0.315,0.0,0.105,86.921,17
141,0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,170.16,1
142,0.323,0.405,-8.533,0.0413,0.849,0.000544,0.138,145.104,4
143,0.809,0.545,-6.678,0.0735,0.392,0.0,0.151,97.008,15
144,0.842,0.46,-8.131,0.0648,0.0274,0.0,0.0881,139.992,0
145,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,79.979,3
146,0.6,0.683,-6.271,0.0493,0.0984,1.26e-06,0.11,102.036,17
147,0.712,0.481,-5.415,0.0487,0.173,0.0,0.241,140.0,1
148,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,84.786,3
149,0.704,0.598,-4.922,0.0309,0.0283,0.0,0.106,115.483,9
150,0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,78.991,17
151,0.901,0.522,-8.304,0.33,0.0114,0.0,0.259,104.053,11
152,0.574,0.909,-1.573,0.0658,0.0987,0.0,0.264,169.966,14
153,0.447,0.694,-4.637,0.382,0.0293,5.46e-06,0.167,175.868,8
154,0.644,0.661,-6.093,0.0418,0.000177,5.23e-06,0.108,153.992,1
155,0.64,0.789,-4.891,0.0644,0.0875,0.0,0.147,75.018,17
156,0.791,0.587,-5.075,0.0413,0.407,0.0,0.148,96.057,15
157,0.678,0.533,-10.485,0.186,0.462,0.219,0.139,150.455,15
158,0.574,0.37,-10.803,0.0841,0.634,9.4e-05,0.0986,83.162,4
159,0.722,0.893,-3.255,0.0475,0.0441,0.000937,0.0673,119.932,3
160,0.811,0.553,-6.644,0.0552,0.317,0.0,0.105,148.014,1
161,0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,120.966,15
162,0.562,0.904,-4.947,0.0807,0.00302,0.0,0.0433,94.481,3
163,0.612,0.921,-2.882,0.085,0.0183,0.0,0.0576,139.988,3
164,0.414,0.486,-6.431,0.0311,0.0129,0.0,0.111,128.038,17
165,0.762,0.863,-3.689,0.0561,0.015,0.0,0.125,106.012,9
166,0.588,0.67,-6.439,0.0473,0.0104,3.33e-06,0.338,118.159,12
167,0.572,0.572,-8.324,0.3,0.254,0.0,0.191,94.897,13
168,0.648,0.736,-7.948,0.0385,0.0444,0.000137,0.171,103.027,17
169,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,93.034,13
170,0.414,0.807,-4.12,0.348,0.0428,0.0,0.822,175.158,5
171,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,167.997,14
172,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,100.304,17
173,0.677,0.671,-4.905,0.0361,0.004,5.07e-05,0.413,137.046,12
174,0.623,0.734,-5.948,0.107,0.0162,1.75e-06,0.145,107.853,3
175,0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,129.965,5
176,0.823,0.552,-7.57,0.324,0.0174,0.0,0.122,124.038,11
177,0.735,0.795,-6.523,0.113,0.0296,3.18e-05,0.0678,122.0,9
178,0.516,0.764,-6.223,0.0366,0.0717,0.0,0.115,148.021,14
179,0.936,0.523,-6.71,0.0597,0.239,0.0,0.117,119.889,0
180,0.665,0.651,-5.515,0.156,0.0414,0.0,0.0896,163.935,1
181,0.925,0.443,-8.216,0.264,0.0172,0.0,0.276,136.078,11
182,0.474,0.631,-5.884,0.343,0.0687,0.0,0.132,180.051,8
183,0.683,0.53,-4.918,0.142,0.207,0.0,0.394,75.016,12
184,0.691,0.79,-5.216,0.0561,0.0243,0.0,0.0453,95.047,9
185,0.672,0.717,-2.714,0.034,0.341,2.4e-05,0.106,160.981,1
186,0.778,0.566,-6.959,0.0311,0.672,0.000197,0.0698,117.971,15
187,0.84,0.766,-4.12,0.136,0.00302,3.61e-06,0.0684,94.018,9
188,0.762,0.748,-4.15,0.033,0.0266,0.0,0.348,110.009,12
189,0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,168.946,15
190,0.692,0.809,-4.198,0.0602,0.524,0.0,0.147,123.911,15
191,0.772,0.639,-7.119,0.467,0.15,0.0,0.0698,168.112,8
192,0.375,0.862,-3.363,0.255,0.071,0.0,0.211,159.841,14
193,0.611,0.644,-7.607,0.0553,0.124,0.0,0.124,105.969,17
194,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,94.006,9
195,0.799,0.597,-5.131,0.0611,0.0788,5.66e-06,0.1,110.001,9
196,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,128.04,7
197,0.667,0.373,-9.389,0.05,0.785,0.0,0.0906,124.148,4
198,0.812,0.519,-4.823,0.0385,0.379,0.0,0.13,104.954,15
199,0.829,0.539,-7.359,0.208,0.136,1.78e-06,0.103,99.96,11
200,0.563,0.576,-6.495,0.0401,0.171,0.0,0.158,75.019,17
201,0.653,0.524,-9.016,0.0502,0.112,0.0,0.203,83.97,0
202,0.601,0.741,-5.569,0.0478,0.185,2.91e-05,0.415,153.96,7
203,0.727,0.599,-6.941,0.327,0.317,0.0,0.219,167.909,8
204,0.869,0.555,-5.984,0.0454,0.137,0.0,0.0746,112.003,9
205,0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,134.002,12
206,0.448,0.665,-4.203,0.026,0.06,2.55e-05,0.0828,172.004,14
207,0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,124.08,9
208,0.655,0.632,-4.802,0.0489,0.0189,0.0,0.0722,120.113,9
209,0.399,0.491,-10.778,0.0538,0.0563,0.00089,0.11,91.066,17
210,0.769,0.684,-5.019,0.0411,0.0105,0.000125,0.0887,127.972,9
211,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,114.759,6
212,0.707,0.955,-4.593,0.222,0.127,0.0,0.202,125.989,3
213,0.592,0.457,-6.081,0.0603,0.661,0.000331,0.146,146.04,15
214,0.764,0.705,-3.463,0.0284,0.259,8.92e-05,0.12,110.97,9
215,0.804,0.886,-2.512,0.04,0.0837,0.0,0.266,144.946,12
216,0.614,0.68,-4.58,0.0289,0.369,1.84e-06,0.115,149.959,1
217,0.773,0.75,-4.009,0.117,0.109,0.0,0.174,123.426,9
218,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,172.977,14
219,0.8,0.591,-8.808,0.271,0.111,0.0,0.429,117.003,11
220,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,129.923,1
221,0.443,0.533,-6.548,0.0396,0.371,0.0,0.128,77.344,17
222,0.785,0.431,-8.756,0.0364,0.123,0.0,0.0887,127.085,0
223,0.724,0.675,-5.267,0.0867,0.0978,9.41e-06,0.351,160.048,12
224,0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,149.998,1
225,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,140.022,8
226,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,144.033,12
227,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,92.004,9
228,0.771,0.671,-5.617,0.0553,0.00929,0.0,0.0637,85.026,9
229,0.782,0.435,-7.033,0.156,0.333,1.31e-05,0.342,82.996,0
230,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,122.019,9
231,0.504,0.785,-4.802,0.104,0.0738,0.0,0.239,173.968,14
232,0.785,0.525,-7.556,0.042,0.669,0.439,0.114,90.853,15
233,0.639,0.785,-6.167,0.174,0.0174,0.00107,0.0512,191.95,14
234,0.481,0.285,-10.848,0.0424,0.9,0.0,0.123,130.029,4
235,0.706,0.625,-7.426,0.0314,0.0417,0.0,0.129,142.948,1
236,0.702,0.708,-5.366,0.0547,0.201,0.0,0.118,147.98,1
237,0.836,0.552,-5.66,0.0851,0.0433,0.0,0.0773,97.036,9
238,0.681,0.174,-8.745,0.0315,0.837,3.35e-05,0.0983,112.672,4
239,0.395,0.922,-2.176,0.375,0.19,0.0,0.134,162.361,8
240,0.756,0.674,-6.518,0.0959,0.0184,0.0,0.158,111.995,9
241,0.735,0.449,-7.507,0.347,0.629,0.0,0.113,122.947,16
242,0.693,0.887,-5.039,0.0795,0.0581,2.71e-06,0.27,114.942,12
243,0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,96.924,9
244,0.706,0.716,-4.263,0.0768,0.115,0.0,0.316,136.904,12
245,0.965,0.485,-8.784,0.191,0.0206,0.0237,0.0655,124.025,11
246,0.649,0.589,-6.237,0.0558,0.00845,0.0,0.108,159.073,1
247,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,138.559,5
248,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,150.96,15
249,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,125.026,1
250,0.65,0.584,-8.286,0.307,0.0174,1.54e-06,0.042,180.088,8
251,0.715,0.655,-6.425,0.137,0.0525,0.0,0.115,95.078,9
252,0.582,0.272,-5.662,0.0501,0.875,0.0,0.13,205.846,4
253,0.746,0.717,-4.841,0.179,0.199,0.0,0.132,150.964,1
254,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,120.028,12
255,0.595,0.389,-9.245,0.0349,0.418,1.39e-06,0.116,166.052,2
256,0.766,0.519,-7.355,0.0366,0.098,0.0,0.0855,129.972,0
257,0.69,0.622,-5.025,0.0622,0.253,0.0,0.116,102.04,9
258,0.724,0.573,-4.113,0.0549,0.118,0.0,0.538,113.088,5
259,0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,91.873,15
260,0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,108.038,15
261,0.621,0.601,-5.616,0.148,0.0522,0.0,0.46,116.735,12
262,0.609,0.668,-4.284,0.0367,0.0552,0.0,0.167,80.924,17
263,0.332,0.225,-8.697,0.0348,0.767,0.00349,0.128,81.055,4
264,0.748,0.749,-5.916,0.516,0.142,0.0,0.0713,90.09,13
265,0.618,0.443,-9.681,0.0526,0.469,0.0,0.0829,119.949,15
266,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,118.491,3
267,0.288,0.758,-5.692,0.0371,0.00616,0.0,0.303,97.094,17
268,0.675,0.609,-5.027,0.0586,0.084,0.0,0.0957,120.039,9
269,0.775,0.327,-7.241,0.0557,0.841,0.0,0.0821,91.05,15
270,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,138.113,1
271,0.573,0.711,-6.268,0.0406,0.0114,0.0,0.328,105.006,12
272,0.503,0.741,-5.128,0.047,0.579,1.49e-06,0.0712,88.335,15
273,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,125.905,9
274,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,140.046,1
275,0.681,0.521,-5.849,0.141,0.12,8.41e-05,0.108,94.997,0
276,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,116.044,3
277,0.77,0.787,-3.748,0.0583,0.198,0.0,0.262,119.986,12
278,0.712,0.564,-6.527,0.047,0.0266,0.0,0.0874,95.95,0
279,0.669,0.784,-5.603,0.112,0.194,6.28e-06,0.115,125.993,9
280,0.781,0.768,-5.991,0.0394,0.0119,4.91e-06,0.325,123.07,12
281,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,125.014,3
282,0.614,0.615,-6.7,0.0444,0.054,0.0,0.0921,95.941,17
283,0.772,0.878,-4.22,0.324,0.0301,2.18e-06,0.251,61.311,13
284,0.392,0.964,-4.441,0.0644,7.13e-05,0.0387,0.106,167.024,14
285,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,118.992,9
286,0.819,0.626,-4.574,0.202,0.00748,0.101,0.167,143.01,11
287,0.63,0.804,-4.183,0.0363,0.215,0.0,0.253,123.146,12
288,0.753,0.505,-7.621,0.255,0.534,2.58e-06,0.104,91.972,16
289,0.361,0.608,-6.757,0.098,0.05,7.96e-05,0.183,191.812,2
290,0.617,0.778,-8.872,0.027,0.459,0.925,0.128,100.363,6
291,0.712,0.51,-8.162,0.0633,0.446,2.46e-05,0.112,122.964,15
292,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.0823,119.999,9
293,0.855,0.954,-1.19,0.264,0.529,0.0,0.205,114.635,13
294,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,130.049,9
295,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,159.801,1
296,0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,130.009,12
297,0.794,0.766,-3.894,0.0377,0.0135,0.0,0.0785,127.006,9
298,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,140.141,15
299,0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,82.034,13
300,0.664,0.934,-3.848,0.0697,0.00108,2.77e-05,0.27,130.982,3
301,0.637,0.733,-4.413,0.0563,0.0149,0.0,0.162,131.004,3
302,0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,81.998,15
303,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,173.906,14
304,0.743,0.752,-4.813,0.0414,0.0188,0.0,0.287,110.015,12
305,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,110.007,9
306,0.721,0.632,-6.695,0.0358,0.0693,0.0,0.291,92.057,12
307,0.734,0.57,-7.066,0.133,0.847,2.14e-05,0.112,129.953,15
308,0.617,0.741,-3.97,0.0311,0.131,0.0,0.0772,118.984,3
309,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,96.021,9
310,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,73.003,0
311,0.689,0.784,-2.972,0.074,0.182,0.0,0.0843,99.954,9
312,0.43,0.606,-5.115,0.0431,0.131,0.0,0.173,169.988,14
313,0.862,0.631,-4.746,0.0515,0.291,0.000209,0.123,128.978,9
314,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.0952,123.941,9
315,0.559,0.716,-3.964,0.39,0.737,0.0,0.252,176.618,8
316,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,105.018,9
317,0.422,0.302,-9.214,0.0372,0.629,7.83e-05,0.104,114.089,4
318,0.656,0.884,-4.748,0.0372,0.0162,0.0,0.144,105.009,3
319,0.838,0.771,-3.791,0.244,0.0117,0.0,0.0853,175.957,8
320,0.462,0.538,-5.527,0.059,0.0137,0.0,0.429,139.256,7
321,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,145.992,1
322,0.664,0.602,-5.369,0.0412,0.0529,0.0,0.356,134.049,12
323,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,98.992,17
324,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,77.169,5
325,0.457,0.948,-3.364,0.0354,0.0191,0.0,0.0536,148.0,14
326,0.638,0.523,-6.664,0.357,0.00454,0.0,0.0842,139.913,8
327,0.716,0.537,-7.648,0.0514,0.233,0.0,0.157,129.979,0
328,0.49,0.885,-4.121,0.0396,0.00218,0.0,0.0741,166.996,14
329,0.67,0.693,-8.34,0.35,0.2,0.0,0.0909,87.017,13
330,0.787,0.833,-4.403,0.0478,0.018,0.00747,0.0374,123.97,9
331,0.627,0.858,-3.116,0.0394,0.0288,0.0,0.199,100.074,3
332,0.64,0.635,-7.565,0.226,0.271,0.0,0.319,100.034,13
333,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.106,180.042,2
334,0.879,0.665,-6.082,0.145,0.164,0.0,0.319,123.977,12
335,0.63,0.5,-8.755,0.0611,0.611,4.04e-05,0.114,144.871,15
336,0.551,0.801,-5.069,0.0303,0.013,6.03e-06,0.265,128.027,3
337,0.755,0.578,-8.932,0.145,0.316,0.0,0.25,94.148,0
338,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,82.952,17
339,0.59,0.833,-6.503,0.0615,0.0142,5.4e-06,0.105,94.963,3
340,0.778,0.695,-6.865,0.0913,0.175,0.0,0.15,149.996,1
341,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,96.95,7
342,0.834,0.454,-9.75,0.201,0.321,6.15e-06,0.114,81.618,0
343,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,124.913,8
344,0.925,0.31,-6.531,0.291,0.123,0.0,0.0931,121.927,11
345,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,169.928,14
346,0.552,0.638,-7.474,0.11,0.387,0.00014,0.374,167.834,1
347,0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,110.898,0
348,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.109,127.952,3
349,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,130.198,7
350,0.762,0.692,-3.973,0.0438,0.113,0.0,0.094,114.906,9
351,0.742,0.579,-5.024,0.202,0.0381,0.0,0.0952,144.994,11
352,0.526,0.818,-5.952,0.0358,0.0587,0.0,0.333,171.96,7
353,0.72,0.672,-6.852,0.0551,0.009,0.0,0.232,124.986,12
354,0.669,0.9,-4.676,0.0278,0.00157,0.0,0.077,122.038,3
355,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,122.035,9
356,0.542,0.813,-6.89,0.0429,0.0765,0.252,0.116,129.09,3
357,0.613,0.808,-2.851,0.0346,0.0426,0.0159,0.102,124.037,3
358,0.72,0.706,-4.719,0.0473,0.0684,0.0,0.166,133.002,1
359,0.773,0.819,-5.946,0.118,0.428,0.0,0.0679,92.987,9
360,0.923,0.604,-6.671,0.245,0.017,0.0,0.272,145.062,11
361,0.795,0.616,-5.281,0.06,0.417,0.0,0.349,110.015,12
362,0.573,0.545,-4.247,0.0288,0.0969,0.0,0.329,83.378,17
363,0.692,0.684,-7.364,0.155,0.131,0.0,0.156,112.912,9
364,0.9,0.4,-8.443,0.124,0.0501,0.0,0.0876,136.001,0
365,0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,75.023,9
366,0.473,0.592,-6.859,0.138,0.0528,0.0,0.131,159.7,1
367,0.783,0.61,-6.124,0.0696,0.343,0.0,0.0983,100.047,9
368,0.905,0.647,-5.065,0.107,0.0187,0.0,0.282,130.97,12
369,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,150.011,1
370,0.796,0.477,-7.161,0.108,0.314,0.0,0.12,119.928,0
371,0.772,0.65,-5.202,0.0306,0.107,1.13e-06,0.0905,125.083,9
372,0.499,0.8,-2.665,0.0502,0.0906,0.0,0.147,139.919,3
373,0.699,0.732,-6.307,0.0304,0.0771,0.00198,0.131,120.028,9
374,0.672,0.526,-6.446,0.0599,0.0311,1.37e-06,0.28,123.999,12
375,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,180.114,14
376,0.617,0.567,-4.188,0.0828,0.0584,0.0,0.0933,90.246,17
377,0.436,0.655,-8.37,0.0583,0.499,8.1e-06,0.688,121.002,5
378,0.518,0.729,-7.193,0.0452,0.183,0.0,0.0643,156.879,1
379,0.763,0.608,-8.1,0.035,0.262,2.5e-05,0.12,121.02,0
380,0.575,0.568,-5.509,0.03,0.0484,0.000417,0.286,93.986,17
381,0.576,0.593,-6.024,0.0306,0.0467,0.000767,0.237,157.993,1
382,0.673,0.659,-4.493,0.0439,0.539,0.0,0.129,88.011,15
383,0.495,0.722,-8.108,0.357,0.0697,0.0,0.113,175.627,8
384,0.654,0.711,-7.437,0.0383,0.0214,0.00191,0.0903,127.957,1
385,0.537,0.586,-1.864,0.314,0.265,7.04e-05,0.175,79.056,13
386,0.65,0.613,-6.13,0.128,0.00336,0.0,0.267,149.972,1
387,0.676,0.865,-6.381,0.0389,0.00105,0.648,0.382,128.006,6
388,0.651,0.812,-3.797,0.0409,0.00125,3.01e-05,0.667,126.023,5
389,0.52,0.903,-5.497,0.042,0.00517,0.0,0.254,74.988,3
390,0.797,0.844,-5.482,0.275,0.0651,0.0,0.087,170.142,8
391,0.83,0.564,-7.822,0.235,0.177,0.0,0.128,85.042,11
392,0.73,0.729,-3.434,0.0884,0.167,1.39e-06,0.349,113.011,12
393,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,141.02,9
394,0.764,0.526,-6.381,0.0544,0.678,0.0,0.163,81.004,15
395,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,124.022,5
396,0.62,0.574,-7.788,0.0479,0.569,0.0,0.19,100.023,15
397,0.581,0.0549,-20.514,0.0397,0.559,0.0,0.0718,152.037,4
398,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,138.015,1
399,0.486,0.769,-5.14,0.0341,0.0119,0.00832,0.197,131.286,3
400,0.724,0.695,-5.226,0.0622,0.073,0.0,0.0889,139.0,1
401,0.759,0.245,-6.545,0.138,0.515,0.000154,0.102,96.992,15
402,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,126.03,3
403,0.907,0.393,-7.636,0.0539,0.451,1.35e-06,0.135,104.949,0
404,0.303,0.9,-2.352,0.0574,0.0277,0.635,0.11,149.508,6
405,0.674,0.915,-3.999,0.0411,0.0282,0.00337,0.273,126.038,12
406,0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,142.079,11
407,0.759,0.73,-7.985,0.0516,0.145,3.06e-06,0.11,115.007,9
408,0.883,0.808,-3.158,0.182,0.0313,0.0,0.207,119.01,9
409,0.69,0.626,-5.693,0.306,0.105,0.000335,0.0881,184.009,8
410,0.652,0.383,-7.076,0.0516,0.0676,0.0,0.0828,145.765,1
411,0.794,0.632,-6.163,0.0649,0.142,0.0,0.128,145.926,1
412,0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.105,116.992,9
413,0.926,0.666,-5.314,0.244,0.0611,0.0,0.123,127.079,11
414,0.791,0.754,-3.729,0.0569,0.00446,0.0,0.163,125.014,9
415,0.519,0.749,-3.318,0.0405,0.271,0.0,0.119,147.905,14
416,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,89.99,12
417,0.327,0.941,-3.294,0.353,0.0231,0.0,0.0636,129.738,8
418,0.405,0.646,-3.206,0.0476,0.331,0.0,0.103,130.218,17
419,0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,100.607,4
420,0.569,0.785,-4.057,0.0457,0.0505,1.12e-06,0.086,128.031,3
421,0.578,0.449,-6.349,0.286,0.0618,2.17e-06,0.119,136.006,11
422,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,97.512,9
423,0.666,0.796,-6.967,0.103,0.0492,0.0,0.0442,110.108,9
424,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,77.011,13
425,0.691,0.683,-7.335,0.0954,0.547,0.0,0.221,140.002,15
426,0.429,0.486,-9.971,0.101,0.866,0.0,0.0982,146.99,4
427,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,103.987,9
428,0.779,0.754,-4.358,0.0966,0.343,2.6e-06,0.0965,89.998,9
429,0.712,0.562,-6.008,0.129,0.125,0.0,0.136,140.0,1
430,0.564,0.714,-4.987,0.129,0.0549,0.0,0.155,175.924,14
431,0.736,0.67,-6.702,0.311,0.186,0.0,0.114,130.032,11
432,0.571,0.873,-3.382,0.1,0.0811,0.0,0.361,139.691,7
433,0.701,0.65,-6.313,0.104,0.291,0.0,0.112,90.003,9
434,0.797,0.55,-4.166,0.24,0.513,0.0,0.0786,134.206,15
435,0.376,0.821,-3.974,0.104,0.0785,0.0,0.0823,120.462,3
436,0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,108.043,17
437,0.8,0.578,-5.144,0.0485,0.00381,0.0,0.367,143.01,12
