,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,cluster
3226,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,128.008,9
3227,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,138.021,12
3228,0.844,0.659,-5.587,0.0626,0.0376,8.07e-05,0.0523,122.683,9
3229,0.729,0.675,-5.292,0.0286,4.14e-05,0.00126,0.0867,125.036,9
3230,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,130.007,1
3231,0.549,0.932,-4.11,0.343,0.0127,0.0,0.347,82.439,13
3232,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,121.223,9
3233,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,129.996,9
3234,0.696,0.921,-3.755,0.0363,0.00314,5.24e-05,0.0842,119.001,3
3235,0.659,0.628,-8.685,0.179,0.186,0.0,0.105,94.05,0
3236,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,128.008,9
3237,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,138.021,12
3238,0.844,0.659,-5.587,0.0626,0.0376,8.07e-05,0.0523,122.683,9
3239,0.729,0.675,-5.292,0.0286,4.14e-05,0.00126,0.0867,125.036,9
3240,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,130.007,1
3241,0.549,0.932,-4.11,0.343,0.0127,0.0,0.347,82.439,13
3242,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,121.223,9
3243,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,129.996,9
3244,0.854,0.674,-4.896,0.0705,0.0204,0.0,0.101,125.845,9
3245,0.762,0.692,-3.973,0.0438,0.113,0.0,0.094,114.906,9
3246,0.597,0.517,-6.963,0.365,0.179,0.0,0.307,92.035,13
3247,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,127.075,12
3248,0.664,0.845,-6.115,0.0461,0.181,0.0,0.267,96.005,12
3249,0.581,0.827,-4.566,0.141,0.0101,0.0,0.0522,174.013,14
3250,0.56,0.959,-2.433,0.102,0.000722,0.000221,0.209,163.983,14
3251,0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.116,125.953,3
3252,0.756,0.77,-3.502,0.0343,0.191,0.0,0.178,119.961,9
3253,0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,130.009,12
3254,0.638,0.826,-4.968,0.0479,0.139,0.0,0.0803,124.072,3
3255,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,130.021,8
3256,0.752,0.836,-3.173,0.115,0.0843,0.000425,0.424,120.003,12
3257,0.825,0.832,-5.853,0.0403,0.00587,0.000789,0.114,122.021,9
3258,0.724,0.695,-5.226,0.0622,0.073,0.0,0.0889,139.0,1
3259,0.906,0.584,-7.72,0.316,0.0576,0.0,0.128,129.055,11
3260,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,100.024,12
3261,0.671,0.685,-5.762,0.05,0.00165,0.0,0.398,118.449,12
3262,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,65.043,9
3263,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,110.007,9
3264,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,127.975,9
3265,0.967,0.583,-5.562,0.0789,0.0584,0.0,0.0519,117.0,9
3266,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,140.141,15
3267,0.791,0.713,-3.742,0.254,0.0163,0.0,0.189,130.012,11
3268,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,143.04,12
3269,0.894,0.678,-5.611,0.0523,0.00569,2.43e-06,0.317,105.024,12
3270,0.426,0.584,-5.293,0.296,0.0383,0.0,0.192,193.438,8
3271,0.802,0.682,-5.924,0.222,0.111,1.39e-05,0.109,123.95,11
3272,0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.14,149.976,3
3273,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,105.018,9
3274,0.875,0.634,-3.484,0.0978,0.00426,3.64e-06,0.111,120.001,9
3275,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,173.906,14
3276,0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,120.005,3
3277,0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,149.998,1
3278,0.524,0.878,-3.108,0.0346,0.0012,0.0,0.098,130.989,3
3279,0.626,0.799,-6.612,0.046,0.000358,0.00155,0.36,98.992,12
3280,0.791,0.733,-5.215,0.052,0.147,0.000381,0.0713,114.98,9
3281,0.808,0.97,-6.098,0.0506,0.0569,6.13e-05,0.154,114.328,9
3282,0.667,0.954,-3.462,0.0817,0.0296,0.0,0.331,114.03,12
3283,0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.358,149.937,7
3284,0.811,0.757,-6.447,0.23,0.298,0.0,0.103,130.993,11
3285,0.646,0.77,-6.596,0.226,0.00249,0.0,0.0715,99.165,13
3286,0.677,0.671,-4.905,0.0361,0.004,5.07e-05,0.413,137.046,12
3287,0.798,0.629,-6.857,0.0735,0.00474,2.17e-05,0.324,130.0,12
3288,0.466,0.759,-4.978,0.199,0.0521,0.0,0.0587,160.033,14
3289,0.856,0.754,-2.728,0.0416,0.0294,1.49e-05,0.206,98.018,9
3290,0.691,0.853,-2.528,0.0372,0.0631,7.13e-05,0.082,145.999,3
3291,0.751,0.834,-5.444,0.0437,0.3,1.77e-05,0.355,95.053,12
3292,0.844,0.601,-5.283,0.157,0.0205,0.0,0.385,73.989,12
3293,0.591,0.904,-4.478,0.0359,0.0244,0.0,0.0786,107.027,3
3294,0.618,0.955,-3.836,0.0798,0.00221,3.09e-06,0.486,150.034,7
3295,0.76,0.696,-5.811,0.0491,0.0195,0.0,0.278,127.029,12
3296,0.756,0.632,-8.441,0.164,0.000165,0.000886,0.0963,99.009,0
3297,0.769,0.609,-5.894,0.357,0.216,0.0,0.166,90.951,13
3298,0.648,0.931,-3.15,0.181,0.00937,0.0,0.752,153.649,5
3299,0.813,0.627,-5.018,0.0486,0.0771,0.000616,0.131,130.011,9
3300,0.734,0.667,-6.175,0.183,0.107,0.0,0.143,148.019,1
3301,0.714,0.833,-5.239,0.0259,0.00249,0.0,0.298,129.964,12
3302,0.726,0.881,-3.892,0.0391,0.203,0.0,0.108,110.019,9
3303,0.447,0.694,-4.637,0.382,0.0293,5.46e-06,0.167,175.868,8
3304,0.603,0.872,-5.404,0.0792,0.0213,0.0,0.366,150.104,7
3305,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,92.96,12
3306,0.79,0.647,-5.983,0.136,0.0515,0.0,0.248,87.999,12
3307,0.659,0.857,-5.85,0.0437,0.0045,1.93e-06,0.335,106.965,12
3308,0.375,0.862,-3.363,0.255,0.071,0.0,0.211,159.841,14
3309,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,97.012,3
3310,0.939,0.742,-5.171,0.0467,0.321,0.0,0.107,118.978,9
3311,0.708,0.641,-4.271,0.0336,0.205,0.0,0.0925,113.082,9
3312,0.881,0.774,-6.068,0.0439,0.00971,0.0346,0.206,112.968,9
3313,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.0822,100.011,9
3314,0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,77.987,12
3315,0.613,0.634,-3.472,0.0339,0.0178,0.0,0.0639,144.953,1
3316,0.635,0.647,-5.864,0.0366,0.192,0.0,0.154,104.058,17
3317,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,93.034,13
3318,0.614,0.928,-4.806,0.0516,0.0408,0.00104,0.0845,172.656,14
3319,0.737,0.833,-4.879,0.0358,0.000798,0.12,0.228,132.965,12
3320,0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,113.046,0
3321,0.573,0.818,-4.469,0.0355,0.263,0.0,0.161,94.933,3
3322,0.829,0.857,-4.194,0.152,0.26,0.0,0.415,137.979,12
3323,0.851,0.629,-8.385,0.175,0.00705,0.000372,0.0746,125.984,11
3324,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,150.053,1
3325,0.607,0.783,-4.41,0.0397,0.000683,0.0,0.0678,113.172,3
3326,0.729,0.658,-3.386,0.225,0.0506,0.0,0.0693,140.043,11
3327,0.607,0.805,-5.579,0.0608,0.00175,0.0,0.231,139.894,3
3328,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,125.04,9
3329,0.58,0.75,-4.421,0.194,0.159,0.0,0.274,86.938,13
3330,0.689,0.784,-2.972,0.074,0.182,0.0,0.0843,99.954,9
3331,0.736,0.718,-3.605,0.0299,0.206,0.0,0.186,130.057,9
3332,0.715,0.907,-6.025,0.0993,0.0172,8.39e-05,0.426,124.992,12
3333,0.422,0.712,-5.907,0.1,0.273,0.0,0.051,78.454,17
3334,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,79.526,3
3335,0.503,0.955,-1.533,0.381,0.0265,0.0,0.265,173.521,8
3336,0.739,0.945,-4.443,0.0881,0.125,0.0,0.112,130.018,3
3337,0.662,0.693,-4.298,0.0698,0.134,0.0,0.145,86.009,9
3338,0.692,0.911,-5.098,0.177,0.015,7.71e-05,0.112,138.975,3
3339,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,90.04,17
3340,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,131.951,1
3341,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,86.989,5
3342,0.689,0.836,-6.058,0.0559,0.187,0.0,0.162,127.411,9
3343,0.731,0.563,-4.046,0.131,0.191,0.00042,0.296,184.009,1
3344,0.66,0.666,-4.342,0.0472,0.0759,0.0,0.0268,89.975,9
3345,0.713,0.678,-3.525,0.102,0.273,0.0,0.149,138.009,1
3346,0.572,0.89,-4.139,0.039,0.00082,0.00937,0.564,158.038,7
3347,0.624,0.976,-5.355,0.0494,0.004,1.18e-05,0.376,142.008,7
3348,0.956,0.745,-4.753,0.12,0.206,0.0,0.0615,107.075,9
3349,0.673,0.683,-5.693,0.115,0.522,0.0,0.235,171.86,15
3350,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,114.759,6
3351,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,100.304,17
3352,0.63,0.666,-7.186,0.045,0.0481,0.000567,0.104,115.973,1
3353,0.358,0.851,-3.76,0.0549,9.66e-05,0.0,0.363,146.028,7
3354,0.41,0.803,-5.363,0.0623,0.239,0.0,0.103,153.315,14
3355,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,148.033,14
3356,0.394,0.88,-5.262,0.036,0.000387,0.000475,0.284,112.225,7
3357,0.496,0.857,-3.313,0.0649,0.0622,0.0,0.0495,167.144,14
3358,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,174.917,14
3359,0.654,0.828,-5.377,0.0281,0.00146,0.000144,0.122,112.056,3
3360,0.617,0.759,-6.785,0.0677,0.0026,0.0,0.419,122.925,12
3361,0.519,0.799,-4.207,0.0371,0.00878,0.0,0.107,107.489,3
3362,0.468,0.889,-3.945,0.0408,0.0486,0.0,0.351,133.663,7
3363,0.409,0.837,-4.043,0.0406,0.00116,0.00651,0.0855,121.757,3
3364,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,101.654,17
3365,0.375,0.893,-4.097,0.0406,0.000509,0.0,0.187,174.323,14
3366,0.331,0.961,-4.627,0.0663,0.000146,0.0,0.322,168.355,7
3367,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,92.004,9
3368,0.549,0.754,-4.011,0.0407,0.000675,6.24e-06,0.0912,139.052,3
3369,0.447,0.568,-4.975,0.0305,0.295,3.26e-06,0.355,90.933,17
3370,0.328,0.936,-3.254,0.0628,0.0665,2.61e-06,0.165,162.97,14
3371,0.587,0.497,-10.757,0.0307,0.723,0.782,0.142,144.972,10
3372,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,137.028,14
3373,0.542,0.813,-6.89,0.0429,0.0765,0.252,0.116,129.09,3
3374,0.55,0.689,-7.76,0.094,0.0498,0.0,0.207,99.904,17
3375,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,103.967,12
3376,0.503,0.748,-4.124,0.0619,0.0305,0.0,0.343,125.896,7
3377,0.81,0.436,-12.683,0.0717,0.689,0.000151,0.11,119.973,4
3378,0.583,0.695,-5.336,0.0423,0.0141,0.0,0.0527,104.879,17
3379,0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,118.015,9
3380,0.555,0.717,-5.114,0.0269,0.0414,0.0,0.116,112.03,3
3381,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,104.655,3
3382,0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,103.971,4
3383,0.642,0.289,-9.918,0.0367,0.669,0.0,0.18,84.996,4
3384,0.685,0.792,-4.157,0.0443,0.223,0.0,0.334,126.002,12
3385,0.617,0.84,-4.063,0.0512,0.36,8.85e-05,0.179,94.676,3
3386,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,124.08,3
3387,0.682,0.471,-9.182,0.0301,0.765,0.0,0.0908,79.907,15
3388,0.533,0.761,-10.632,0.0298,0.013,0.829,0.207,122.777,6
3389,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,146.277,15
3390,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,126.01,3
3391,0.794,0.653,-7.839,0.104,0.0489,4.88e-05,0.1,117.996,9
3392,0.792,0.717,-4.759,0.0393,0.0927,3.59e-05,0.226,121.985,9
3393,0.622,0.829,-5.548,0.029,0.11,0.0,0.0954,110.367,3
3394,0.552,0.689,-6.444,0.0425,0.0915,0.0,0.27,99.961,17
3395,0.828,0.462,-10.297,0.0744,0.0483,1.06e-06,0.15,119.999,0
3396,0.367,0.915,-3.456,0.0488,0.0022,5.81e-05,0.0905,110.169,3
3397,0.565,0.849,-3.516,0.0517,0.00868,4.68e-06,0.12,102.034,3
3398,0.591,0.415,-6.936,0.0437,0.424,0.000299,0.111,90.483,15
3399,0.293,0.817,-3.786,0.039,0.458,0.0509,0.355,150.249,7
3400,0.72,0.535,-9.366,0.0516,0.308,0.000645,0.108,120.04,0
3401,0.383,0.918,-4.543,0.0551,0.0813,2.86e-05,0.148,121.396,3
3402,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,92.943,3
3403,0.703,0.603,-8.687,0.161,0.413,0.00133,0.141,112.016,15
3404,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,90.037,17
3405,0.683,0.708,-6.244,0.0305,0.0398,0.155,0.686,92.991,5
3406,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,91.455,3
3407,0.381,0.894,-8.638,0.037,0.0258,0.0,0.0251,205.528,14
3408,0.361,0.831,-1.944,0.198,0.147,0.0,0.244,168.617,14
3409,0.568,0.844,-5.875,0.0505,0.000189,0.0,0.0607,116.046,3
3410,0.781,0.853,-3.68,0.0715,0.0525,0.0,0.12,110.049,9
3411,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,80.063,5
3412,0.686,0.735,-4.616,0.264,0.00921,0.00066,0.342,171.355,8
3413,0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.0756,104.988,9
3414,0.666,0.798,-6.362,0.192,0.135,0.0,0.234,98.981,13
3415,0.462,0.632,-7.438,0.0248,0.091,0.0,0.397,74.268,17
3416,0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,104.011,17
3417,0.616,0.855,-3.495,0.042,0.00379,0.000863,0.318,124.191,12
3418,0.468,0.841,-3.263,0.0294,0.085,0.00195,0.187,185.966,14
3419,0.527,0.735,-3.24,0.0498,0.0158,0.0,0.103,155.126,14
3420,0.508,0.826,-4.088,0.0405,0.018,0.0,0.28,120.854,7
3421,0.593,0.671,-6.956,0.0409,0.54,0.0,0.123,97.935,15
3422,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,99.988,9
3423,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,176.042,14
3424,0.571,0.841,-3.822,0.0579,0.0625,0.0,0.105,155.113,14
3425,0.348,0.875,-4.758,0.199,0.0341,0.0,0.117,169.152,14
3426,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,90.024,0
3427,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,96.483,3
3428,0.452,0.909,-3.977,0.0366,0.0313,0.0603,0.23,124.623,3
3429,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,125.639,3
3430,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,122.035,9
3431,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,130.433,7
3432,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,146.078,3
3433,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,100.418,16
3434,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,99.945,12
3435,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,125.02,15
3436,0.502,0.786,-4.378,0.317,0.255,0.0,0.65,169.021,5
3437,0.681,0.774,-3.167,0.0787,0.0992,0.0,0.35,102.924,12
3438,0.613,0.822,-3.995,0.0398,0.183,0.0,0.478,116.981,12
3439,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,74.989,17
3440,0.672,0.578,-6.621,0.0569,0.469,0.0,0.312,113.945,15
3441,0.436,0.85,-4.86,0.0617,0.000861,0.74,0.128,152.644,6
3442,0.663,0.705,-4.972,0.0385,0.0654,0.0,0.117,122.014,9
3443,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,146.024,7
3444,0.715,0.931,-3.793,0.0565,0.171,0.0,0.0757,120.025,3
3445,0.64,0.635,-7.565,0.226,0.271,0.0,0.319,100.034,13
3446,0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,147.464,4
3447,0.715,0.715,-7.364,0.0904,0.0526,0.0,0.0936,134.923,1
3448,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,119.986,9
3449,0.813,0.686,-7.593,0.0352,0.034,0.00636,0.293,121.981,12
3450,0.542,0.795,-3.131,0.0379,0.0664,2.89e-06,0.313,128.959,7
3451,0.686,0.582,-6.088,0.0371,0.489,8.09e-06,0.082,121.97,15
3452,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,92.718,0
3453,0.617,0.717,-7.858,0.153,0.00564,0.0,0.408,103.992,12
3454,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,101.969,9
3455,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,85.064,3
3456,0.71,0.728,-6.74,0.0243,0.0215,2.75e-06,0.506,105.006,12
3457,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,127.949,3
3458,0.54,0.902,-3.577,0.0442,0.0142,0.0,0.0756,75.033,3
3459,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,140.022,8
3460,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,159.779,7
3461,0.486,0.685,-3.659,0.0303,0.00312,2.1e-05,0.0429,167.066,14
3462,0.29,0.827,-3.451,0.0362,0.000659,2.55e-06,0.301,167.086,7
3463,0.298,0.963,-3.105,0.0473,0.0108,0.0,0.178,114.944,3
3464,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,127.961,5
3465,0.621,0.551,-7.89,0.0474,0.486,0.0,0.115,105.052,15
3466,0.419,0.971,-3.622,0.0909,4.63e-05,1.43e-05,0.171,180.033,14
3467,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,74.897,17
3468,0.734,0.735,-6.201,0.065,0.000813,3.25e-05,0.559,96.806,5
3469,0.599,0.78,-5.033,0.0527,0.156,0.0,0.189,122.077,3
3470,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,128.945,15
3471,0.605,0.629,-5.051,0.0278,0.434,0.0,0.097,99.893,15
3472,0.63,0.694,-4.501,0.0242,0.144,0.0,0.0835,94.034,9
3473,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,125.173,8
3474,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,90.051,13
3475,0.392,0.751,-5.928,0.0903,0.0481,0.0,0.372,73.893,17
3476,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,148.075,12
3477,0.703,0.783,-5.926,0.0629,0.0486,0.000208,0.149,127.957,9
3478,0.446,0.239,-13.945,0.0316,0.551,4.1e-06,0.0697,189.507,4
3479,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,153.398,14
3480,0.562,0.906,-2.085,0.0758,0.105,0.0,0.145,124.146,3
3481,0.442,0.523,-8.002,0.0324,0.0478,3.35e-06,0.16,69.607,17
3482,0.574,0.694,-4.697,0.0327,0.00481,0.0,0.102,109.85,3
3483,0.681,0.709,-6.488,0.041,0.0749,0.0,0.266,127.44,12
3484,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,100.99,7
3485,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,122.961,7
3486,0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,119.992,12
3487,0.746,0.79,-4.7,0.0257,0.0485,0.0261,0.0534,107.231,9
3488,0.711,0.882,-4.276,0.0576,0.0626,0.0,0.226,106.017,3
3489,0.67,0.838,-4.031,0.0362,0.0605,0.000611,0.159,105.0,3
3490,0.827,0.56,-6.685,0.0327,0.55,3.66e-05,0.15,122.056,15
3491,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,124.97,17
3492,0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,93.457,6
3493,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,130.97,15
3494,0.279,0.773,-6.718,0.0554,0.0194,0.0,0.0762,95.971,17
3495,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,144.833,8
3496,0.602,0.755,-5.791,0.0397,0.000995,0.0799,0.412,135.042,12
3497,0.772,0.582,-5.14,0.0615,0.222,8.78e-05,0.108,117.856,9
3498,0.569,0.785,-4.057,0.0457,0.0505,1.12e-06,0.086,128.031,3
3499,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,125.014,3
3500,0.575,0.821,-5.7,0.0527,0.181,0.0,0.124,118.021,3
3501,0.433,0.458,-8.666,0.0328,0.305,0.0,0.0863,115.213,17
3502,0.829,0.51,-9.334,0.0369,0.00821,0.00143,0.0829,119.994,0
3503,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,78.998,15
3504,0.682,0.836,-3.777,0.0424,0.0464,3.13e-06,0.0797,104.984,3
3505,0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,127.812,0
3506,0.537,0.757,-3.374,0.0274,0.473,0.0,0.341,103.882,12
3507,0.76,0.886,-5.356,0.0258,0.0219,7.43e-06,0.623,123.002,5
3508,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,184.086,14
3509,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,107.938,9
3510,0.502,0.904,-4.01,0.0774,0.0886,0.0,0.0839,84.461,3
3511,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,104.561,17
3512,0.587,0.918,-4.878,0.0581,0.0636,0.0,0.267,134.055,7
3513,0.484,0.905,-3.506,0.0481,0.146,1.13e-06,0.24,125.414,3
3514,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,128.038,3
3515,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,125.983,3
3516,0.537,0.757,-3.374,0.0274,0.473,0.0,0.341,103.882,12
3517,0.489,0.615,-7.185,0.0286,0.113,4.41e-06,0.156,138.008,1
3518,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,100.008,9
3519,0.33,0.548,-7.922,0.0426,0.214,1.21e-05,0.12,78.594,17
3520,0.519,0.754,-5.689,0.0402,0.258,3.75e-06,0.139,125.975,3
3521,0.537,0.848,-2.431,0.0313,0.0365,0.0,0.423,128.023,7
3522,0.486,0.769,-5.14,0.0341,0.0119,0.00832,0.197,131.286,3
3523,0.59,0.51,-9.456,0.0384,0.0487,8.79e-05,0.0819,141.939,1
3524,0.519,0.494,-8.03,0.0275,0.0287,3.34e-05,0.0892,138.524,1
3525,0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,113.003,17
3526,0.886,0.525,-7.39,0.131,0.236,0.0,0.057,145.99,11
3527,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,89.938,17
3528,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,136.245,5
3529,0.631,0.924,-5.589,0.146,0.0841,3.59e-06,0.084,100.045,3
3530,0.227,0.759,-4.136,0.0908,0.0146,0.0,0.0986,169.444,14
3531,0.552,0.76,-6.861,0.0367,0.00713,0.0113,0.313,104.957,12
3532,0.553,0.663,-8.223,0.0411,0.369,0.000711,0.27,107.891,17
3533,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,116.761,3
3534,0.445,0.765,-5.8,0.0436,0.0831,0.0,0.0582,178.099,14
3535,0.258,0.795,-5.565,0.0566,0.199,0.0,0.302,165.079,7
3536,0.69,0.84,-6.104,0.0307,0.0107,0.0,0.0785,115.0,3
3537,0.555,0.934,-5.04,0.113,0.00268,0.0,0.122,144.874,3
3538,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,90.052,3
3539,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,85.03,17
3540,0.151,0.935,-2.461,0.0626,0.000235,0.000561,0.308,202.341,14
3541,0.299,0.861,-3.418,0.0442,0.000154,0.000985,0.114,80.208,3
3542,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,102.961,17
3543,0.52,0.655,-6.519,0.0394,0.105,0.00384,0.124,126.593,17
3544,0.564,0.923,-3.843,0.0325,0.00147,0.0,0.277,141.991,7
3545,0.592,0.637,-8.48,0.0992,0.562,0.0,0.13,159.701,15
3546,0.252,0.902,-2.479,0.0392,0.0421,0.0148,0.309,91.474,7
3547,0.286,0.822,-3.366,0.0381,2.31e-05,1.31e-05,0.353,90.96,7
3548,0.654,0.75,-7.509,0.105,0.244,0.0178,0.167,92.773,17
3549,0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,104.019,9
3550,0.736,0.586,-7.035,0.0334,0.122,1.66e-05,0.134,124.942,1
3551,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,86.989,5
3552,0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,107.991,12
3553,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,102.0,9
3554,0.552,0.71,-6.925,0.0425,0.00164,5.07e-06,0.116,118.276,17
3555,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,105.013,17
3556,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,100.012,3
3557,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,84.878,0
3558,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,126.03,3
3559,0.352,0.972,-3.39,0.13,0.000379,0.0195,0.168,125.102,3
3560,0.884,0.581,-8.813,0.0378,0.427,0.000206,0.0759,114.016,0
3561,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,84.581,0
3562,0.656,0.884,-4.748,0.0372,0.0162,0.0,0.144,105.009,3
3563,0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,135.47,1
3564,0.865,0.521,-6.932,0.0371,0.548,0.000115,0.0989,129.059,15
3565,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,126.062,3
3566,0.259,0.927,-2.277,0.092,0.165,0.013,0.287,110.156,7
3567,0.763,0.608,-8.1,0.035,0.262,2.5e-05,0.12,121.02,0
3568,0.57,0.657,-6.987,0.0356,0.405,1.86e-06,0.0723,144.247,15
3569,0.56,0.857,-4.145,0.0384,0.0594,0.0,0.381,119.975,7
